dictionarySeq,tagCategory,tagField,tagInterfaceFlag,tagPrompt
2000,Entry_author,Entry_ID,C,Entry ID
2010,SG_project,SG_project_ID,?,?
2020,SG_project,Project_name,C,Project name
2030,SG_project,Full_name_of_center,?,?
2040,SG_project,Initial_of_center,C,Initials of center
2050,SG_project,Sf_ID,?,?
2060,SG_project,Entry_ID,C,Entry ID
2070,Entry_src,ID,?,?
2080,Entry_src,Project_name,C,Project name
2090,Entry_src,Organization_full_name,?,?
2100,Entry_src,Organization_initials,?,?
2110,Entry_src,Sf_ID,?,?
2120,Entry_src,Entry_ID,C,Entry ID
2130,Struct_keywords,Keywords,C,Keywords
2140,Struct_keywords,Text,?,?
2150,Struct_keywords,Sf_ID,?,?
2160,Struct_keywords,Entry_ID,C,Entry ID
2170,Data_set,Type,SFAV-P,Data set type
2180,Data_set,Count,?,?
2190,Data_set,Sf_ID,?,?
2200,Data_set,Entry_ID,C,Entry ID
2210,Datum,Type,SFAV-P,Datum type
2220,Datum,Count,C,Datum count
2230,Datum,Sf_ID,?,?
2240,Datum,Entry_ID,C,Entry ID
2250,Release,Release_number,C,Release ordinal
2260,Release,Format_type,?,?
2270,Release,Format_version,?,?
2280,Release,Date,C,Release date
2290,Release,Submission_date,?,?
2300,Release,Type,C,Release type
2310,Release,Author,C,Release author
2320,Release,Detail,C,Release description
2330,Release,Sf_ID,?,?
2340,Release,Entry_ID,?,?
2350,Related_entries,Database_name,?,?
2360,Related_entries,Database_accession_code,?,?
2370,Related_entries,Relationship,?,?
2380,Related_entries,Sf_ID,?,?
2390,Related_entries,Entry_ID,?,?
2400,Audit,Revision_ID,?,?
2410,Audit,Creation_date,?,?
2420,Audit,Update_record,?,?
2430,Audit,Creation_method,?,?
2440,Audit,Sf_ID,?,?
2450,Audit,Entry_ID,?,?
2460,Citation,Sf_category,?,?
2470,Citation,Sf_framecode,?,?
2480,Citation,Entry_ID,C,Entry ID
2490,Citation,Sf_ID,?,?
2500,Citation,ID,?,?
2510,Citation,Class,SFAV-P,Class (entry; reference)
2520,Citation,CAS_abstract_code,?,?
2530,Citation,MEDLINE_UI_code,?,?
2540,Citation,DOI,?,?
2550,Citation,PubMed_ID,?,?
2560,Citation,Full_citation,?,?
2570,Citation,Title,C,Citation title
2580,Citation,Status,?,?
2590,Citation,Type,SFAV-P,Type (journal; book; thesis)
2600,Citation,Journal_abbrev,C,Journal abbreviation
2610,Citation,Journal_name_full,?,?
2620,Citation,Journal_volume,?,?
2630,Citation,Journal_issue,?,?
2640,Citation,Journal_ASTM,?,?
2650,Citation,Journal_ISSN,?,?
2660,Citation,Journal_CSD,?,?
2670,Citation,Book_title,?,?
2680,Citation,Book_chapter_title,?,?
2690,Citation,Book_volume,?,?
2700,Citation,Book_series,?,?
2710,Citation,Book_publisher,?,?
2720,Citation,Book_publisher_city,?,?
2730,Citation,Book_ISBN,?,?
2740,Citation,Conference_title,?,?
2750,Citation,Conference_site,?,?
2760,Citation,Conference_state_province,?,?
2770,Citation,Conference_country,?,?
2780,Citation,Conference_start_date,?,?
2790,Citation,Conference_end_date,?,?
2800,Citation,Conference_abstract_number,?,?
2810,Citation,Thesis_institution,?,?
2820,Citation,Thesis_institution_city,?,?
2830,Citation,Thesis_institution_country,?,?
2840,Citation,WWW_URL,?,?
2850,Citation,Page_first,?,?
2860,Citation,Page_last,?,?
2870,Citation,Year,C,Year
2880,Citation,Details,?,?
2890,Citation_author,Ordinal,?,?
2900,Citation_author,Given_name,C,Given name
2910,Citation_author,Family_name,C,Family name
2920,Citation_author,First_initial,C,Initial of given name
2930,Citation_author,Middle_initials,C,Middle initials
2940,Citation_author,Family_title,?,?
2950,Citation_author,Sf_ID,?,?
2960,Citation_author,Entry_ID,C,Entry ID
2970,Citation_author,Citation_ID,?,?
2980,Citation_keyword,Keyword,C,Keyword
2990,Citation_keyword,Sf_ID,?,?
3000,Citation_keyword,Entry_ID,C,Entry ID
3010,Citation_keyword,Citation_ID,?,?
3020,Citation_editor,Ordinal,?,?
3030,Citation_editor,Given_name,?,?
3040,Citation_editor,Family_name,?,?
3050,Citation_editor,First_initial,?,?
3060,Citation_editor,Middle_initials,?,?
3070,Citation_editor,Family_title,?,?
3080,Citation_editor,Sf_ID,?,?
3090,Citation_editor,Entry_ID,?,?
3100,Citation_editor,Citation_ID,?,?
3110,Assembly,Sf_category,?,?
3120,Assembly,Sf_framecode,?,?
3130,Assembly,Entry_ID,C,Entry ID
3140,Assembly,Sf_ID,?,?
3150,Assembly,ID,?,?
3160,Assembly,Name,C,Name
3170,Assembly,BMRB_code,?,?
3180,Assembly,Number_of_components,?,?
3190,Assembly,Organic_ligands,C,Organic ligands
3200,Assembly,Metal_ions,C,Metal ions
3210,Assembly,Non_standard_bonds,SFAV-P,Non standard bonds
3220,Assembly,Ambiguous_conformational_states,?,?
3230,Assembly,Ambiguous_chem_comp_sites,?,?
3240,Assembly,Molecules_in_chemical_exchange,?,?
3250,Assembly,Paramagnetic,SFAV-P,Paramagnetic (yes; no)
3260,Assembly,Thiol_state,C,Thiol state (fully reduced; fully oxidized)
3270,Assembly,Molecular_mass,C,Molecular mass
3280,Assembly,Enzyme_commission_number,C,Enzyme commission number
3290,Assembly,Details,?,?
3300,Assembly,DB_query_date,?,?
3310,Assembly,DB_query_revised_last_date,?,?
3320,Assembly_type,Type,C,Type
3330,Assembly_type,Sf_ID,?,?
3340,Assembly_type,Entry_ID,C,Entry ID
3350,Assembly_type,Assembly_ID,?,?
3360,Entity_assembly,ID,?,?
3370,Entity_assembly,Entity_assembly_name,?,?
3380,Entity_assembly,Entity_ID,?,?
3390,Entity_assembly,Entity_label,?,?
3400,Entity_assembly,Asym_ID,?,?
3410,Entity_assembly,PDB_chain_ID,?,?
3420,Entity_assembly,Experimental_data_reported,C,Experimental data reported
3430,Entity_assembly,Physical_state,C,Physical state
3440,Entity_assembly,Conformational_isomer,C,Conformational isomer
3450,Entity_assembly,Chemical_exchange_state,C,Chemical exchange state
3460,Entity_assembly,Magnetic_equivalence_group_code,C,Magnetically equivalent group
3470,Entity_assembly,Role,?,?
3480,Entity_assembly,Details,?,?
3490,Entity_assembly,Sf_ID,?,?
3500,Entity_assembly,Entry_ID,C,Entry ID
3510,Entity_assembly,Assembly_ID,?,?
3520,Bond,ID,?,?
3530,Bond,Type,C,Type
3540,Bond,Value_order,?,?
3550,Bond,Assembly_atom_ID_1,?,?
3560,Bond,Entity_assembly_ID_1,?,?
3570,Bond,Entity_assembly_name_1,?,?
3580,Bond,Entity_ID_1,?,?
3590,Bond,Comp_ID_1,?,?
3600,Bond,Comp_index_ID_1,?,?
3610,Bond,Seq_ID_1,?,?
3620,Bond,Atom_ID_1,?,?
3630,Bond,Assembly_atom_ID_2,?,?
3640,Bond,Entity_assembly_ID_2,?,?
3650,Bond,Entity_assembly_name_2,?,?
3660,Bond,Entity_ID_2,?,?
3670,Bond,Comp_ID_2,?,?
3680,Bond,Comp_index_ID_2,?,?
3690,Bond,Seq_ID_2,?,?
3700,Bond,Atom_ID_2,?,?
3710,Bond,Auth_entity_assembly_ID_1,?,?
3720,Bond,Auth_entity_assembly_name_1,?,?
3730,Bond,Auth_seq_ID_1,?,?
3740,Bond,Auth_comp_ID_1,?,?
3750,Bond,Auth_atom_ID_1,?,?
3760,Bond,Auth_entity_assembly_ID_2,?,?
3770,Bond,Auth_entity_assembly_name_2,?,?
3780,Bond,Auth_seq_ID_2,?,?
3790,Bond,Auth_comp_ID_2,?,?
3800,Bond,Auth_atom_ID_2,?,?
3810,Bond,Sf_ID,?,?
3820,Bond,Entry_ID,C,Entry ID
3830,Bond,Assembly_ID,?,?
3840,Entity_deleted_atom,ID,?,?
3850,Entity_deleted_atom,Entity_atom_list_ID,?,?
3860,Entity_deleted_atom,Entity_assembly_ID,?,?
3870,Entity_deleted_atom,Entity_ID,?,?
3880,Entity_deleted_atom,Comp_ID,?,?
3890,Entity_deleted_atom,Comp_index_ID,?,?
3900,Entity_deleted_atom,Seq_ID,?,?
3910,Entity_deleted_atom,Atom_ID,?,?
3920,Entity_deleted_atom,Auth_entity_assembly_ID,?,?
3930,Entity_deleted_atom,Auth_seq_ID,?,?
3940,Entity_deleted_atom,Auth_comp_ID,?,?
3950,Entity_deleted_atom,Auth_atom_ID,?,?
3960,Entity_deleted_atom,Sf_ID,?,?
3970,Entity_deleted_atom,Entry_ID,?,?
3980,Entity_deleted_atom,Assembly_ID,?,?
3990,Struct_asym,ID,?,?
4000,Struct_asym,Entity_ID,?,?
4010,Struct_asym,PDBX_blank_PDB_chainid_flag,?,?
4020,Struct_asym,PDBX_modified,?,?
4030,Struct_asym,Details,?,?
4040,Struct_asym,Sf_ID,?,?
4050,Struct_asym,Entry_ID,?,?
4060,Struct_asym,Assembly_ID,?,?
4070,Assembly_db_link,Author_supplied,?,?
4080,Assembly_db_link,Database_code,?,?
4090,Assembly_db_link,Accession_code,?,?
4100,Assembly_db_link,Entry_mol_code,?,?
4110,Assembly_db_link,Entry_mol_name,?,?
4120,Assembly_db_link,Entry_experimental_method,?,?
4130,Assembly_db_link,Entry_structure_resolution,?,?
4140,Assembly_db_link,Entry_relation_type,?,?
4150,Assembly_db_link,Entry_details,?,?
4160,Assembly_db_link,Sf_ID,?,?
4170,Assembly_db_link,Entry_ID,?,?
4180,Assembly_db_link,Assembly_ID,?,?
4190,Assembly_common_name,Name,?,?
4200,Assembly_common_name,Type,?,?
4210,Assembly_common_name,Sf_ID,?,?
4220,Assembly_common_name,Entry_ID,?,?
4230,Assembly_common_name,Assembly_ID,?,?
4240,Assembly_systematic_name,Name,?,?
4250,Assembly_systematic_name,Naming_system,?,?
4260,Assembly_systematic_name,Sf_ID,?,?
4270,Assembly_systematic_name,Entry_ID,?,?
4280,Assembly_systematic_name,Assembly_ID,?,?
4290,Assembly_interaction,ID,?,?
4300,Assembly_interaction,Entity_assembly_ID_1,?,?
4310,Assembly_interaction,Entity_assembly_ID_2,?,?
4320,Assembly_interaction,Mol_interaction_type,?,?
4330,Assembly_interaction,Sf_ID,?,?
4340,Assembly_interaction,Entry_ID,?,?
4350,Assembly_interaction,Assembly_ID,?,?
4360,Chem_comp_assembly,Assembly_chem_comp_ID,?,?
4370,Chem_comp_assembly,Entity_assembly_ID,?,?
4380,Chem_comp_assembly,Entity_ID,?,?
4390,Chem_comp_assembly,Comp_index_ID,?,?
4400,Chem_comp_assembly,Comp_ID,?,?
4410,Chem_comp_assembly,Seq_ID,?,?
4420,Chem_comp_assembly,Sf_ID,?,?
4430,Chem_comp_assembly,Entry_ID,?,?
4440,Chem_comp_assembly,Assembly_ID,?,?
4450,PDBX_poly_seq_scheme,Entity_assembly_ID,?,?
4460,PDBX_poly_seq_scheme,Entity_ID,?,?
4470,PDBX_poly_seq_scheme,Comp_index_ID,?,?
4480,PDBX_poly_seq_scheme,Comp_ID,?,?
4490,PDBX_poly_seq_scheme,Comp_label,?,?
4500,PDBX_poly_seq_scheme,Asym_ID,?,?
4510,PDBX_poly_seq_scheme,Seq_ID,?,?
4520,PDBX_poly_seq_scheme,Mon_ID,?,?
4530,PDBX_poly_seq_scheme,Hetero,?,?
4540,PDBX_poly_seq_scheme,PDB_seq_num,?,?
4550,PDBX_poly_seq_scheme,PDB_mon_ID,?,?
4560,PDBX_poly_seq_scheme,PDB_chain_ID,?,?
4570,PDBX_poly_seq_scheme,PDB_ins_code,?,?
4580,PDBX_poly_seq_scheme,Auth_seq_num,?,?
4590,PDBX_poly_seq_scheme,Auth_mon_ID,?,?
4600,PDBX_poly_seq_scheme,Sf_ID,?,?
4610,PDBX_poly_seq_scheme,Entry_ID,?,?
4620,PDBX_poly_seq_scheme,Assembly_ID,?,?
4630,PDBX_nonpoly_scheme,Entity_assembly_ID,?,?
4640,PDBX_nonpoly_scheme,Asym_ID,?,?
4650,PDBX_nonpoly_scheme,Entity_ID,?,?
4660,PDBX_nonpoly_scheme,Mon_ID,?,?
4670,PDBX_nonpoly_scheme,Comp_index_ID,?,?
4680,PDBX_nonpoly_scheme,Comp_ID,?,?
4690,PDBX_nonpoly_scheme,PDB_seq_num,?,?
4700,PDBX_nonpoly_scheme,Auth_seq_num,?,?
4710,PDBX_nonpoly_scheme,PDB_mon_ID,?,?
4720,PDBX_nonpoly_scheme,Auth_mon_ID,?,?
4730,PDBX_nonpoly_scheme,PDB_strand_ID,?,?
4740,PDBX_nonpoly_scheme,PDB_ins_code,?,?
4750,PDBX_nonpoly_scheme,Sf_ID,?,?
4760,PDBX_nonpoly_scheme,Entry_ID,?,?
4770,PDBX_nonpoly_scheme,Assembly_ID,?,?
4780,Atom_type,ID,?,?
4790,Atom_type,Symbol,?,?
4800,Atom_type,Atomic_number,?,?
4810,Atom_type,Isotope_number,?,?
4820,Atom_type,Oxidation_number,?,?
4830,Atom_type,Paramagnetic,?,?
4840,Atom_type,Electron_configuration,?,?
4850,Atom_type,Unpaired_electron_number,?,?
4860,Atom_type,Atomic_mass,?,?
4870,Atom_type,Van_der_Vaals_radii,?,?
4880,Atom_type,Sf_ID,?,?
4890,Atom_type,Entry_ID,?,?
4900,Atom_type,Assembly_ID,?,?
4910,Atom,Assembly_atom_ID,?,?
4920,Atom,Entity_assembly_ID,?,?
4930,Atom,Entity_ID,?,?
4940,Atom,Comp_index_ID,?,?
4950,Atom,Seq_ID,?,?
4960,Atom,Comp_ID,?,?
4970,Atom,Atom_type_ID,?,?
4980,Atom,Atom_ID,?,?
4990,Atom,Type_symbol,?,?
5000,Atom,PDB_one_letter_code,?,?
5010,Atom,PDB_strand_ID,?,?
5020,Atom,PDB_ins_code,?,?
5030,Atom,PDB_asym_ID,?,?
5040,Atom,PDB_seq_ID,?,?
5050,Atom,PDB_comp_ID,?,?
5060,Atom,PDB_group,?,?
5070,Atom,PDB_atom_ID,?,?
5080,Atom,PDB_atom_type,?,?
5090,Atom,Sf_ID,?,?
5100,Atom,Entry_ID,?,?
5110,Atom,Assembly_ID,?,?
5120,Assembly_bio_function,Biological_function,?,?
5130,Assembly_bio_function,Sf_ID,?,?
5140,Assembly_bio_function,Entry_ID,?,?
5150,Assembly_bio_function,Assembly_ID,?,?
5160,Angle,ID,?,?
5170,Angle,Angle_name,?,?
5180,Angle,Assembly_atom_ID_1,?,?
5190,Angle,Entity_assembly_ID_1,?,?
5200,Angle,Entity_ID_1,?,?
5210,Angle,Entity_label_1,?,?
5220,Angle,Comp_ID_1,?,?
5230,Angle,Comp_label_1,?,?
5240,Angle,Comp_index_ID_1,?,?
5250,Angle,Seq_ID_1,?,?
5260,Angle,Atom_ID_1,?,?
5270,Angle,Atom_type_1,?,?
5280,Angle,Assembly_atom_ID_2,?,?
5290,Angle,Entity_assembly_ID_2,?,?
5300,Angle,Entity_ID_2,?,?
5310,Angle,Entity_label_2,?,?
5320,Angle,Comp_ID_2,?,?
5330,Angle,Comp_label_2,?,?
5340,Angle,Comp_index_ID_2,?,?
5350,Angle,Seq_ID_2,?,?
5360,Angle,Atom_ID_2,?,?
5370,Angle,Atom_type_2,?,?
5380,Angle,Assembly_atom_ID_3,?,?
5390,Angle,Entity_assembly_ID_3,?,?
5400,Angle,Entity_ID_3,?,?
5410,Angle,Entity_label_3,?,?
5420,Angle,Comp_ID_3,?,?
5430,Angle,Comp_label_3,?,?
5440,Angle,Comp_index_ID_3,?,?
5450,Angle,Seq_ID_3,?,?
5460,Angle,Atom_ID_3,?,?
5470,Angle,Atom_type_3,?,?
5480,Angle,Sf_ID,?,?
5490,Angle,Entry_ID,?,?
5500,Angle,Assembly_ID,?,?
5510,Torsion_angle,ID,?,?
5520,Torsion_angle,Torsion_angle_name,?,?
5530,Torsion_angle,Assembly_atom_ID_1,?,?
5540,Torsion_angle,Entity_assembly_ID_1,?,?
5550,Torsion_angle,Entity_ID_1,?,?
5560,Torsion_angle,Entity_label_1,?,?
5570,Torsion_angle,Comp_ID_1,?,?
5580,Torsion_angle,Comp_label_1,?,?
5590,Torsion_angle,Comp_index_ID_1,?,?
5600,Torsion_angle,Seq_ID_1,?,?
5610,Torsion_angle,Atom_ID_1,?,?
5620,Torsion_angle,Atom_type_1,?,?
5630,Torsion_angle,Assembly_atom_ID_2,?,?
5640,Torsion_angle,Entity_assembly_ID_2,?,?
5650,Torsion_angle,Entity_ID_2,?,?
5660,Torsion_angle,Entity_label_2,?,?
5670,Torsion_angle,Comp_ID_2,?,?
5680,Torsion_angle,Comp_label_2,?,?
5690,Torsion_angle,Comp_index_ID_2,?,?
5700,Torsion_angle,Seq_ID_2,?,?
5710,Torsion_angle,Atom_ID_2,?,?
5720,Torsion_angle,Atom_type_2,?,?
5730,Torsion_angle,Assembly_atom_ID_3,?,?
5740,Torsion_angle,Entity_assembly_ID_3,?,?
5750,Torsion_angle,Entity_ID_3,?,?
5760,Torsion_angle,Entity_label_3,?,?
5770,Torsion_angle,Comp_ID_3,?,?
5780,Torsion_angle,Comp_label_3,?,?
5790,Torsion_angle,Comp_index_ID_3,?,?
5800,Torsion_angle,Seq_ID_3,?,?
5810,Torsion_angle,Atom_ID_3,?,?
5820,Torsion_angle,Atom_type_3,?,?
5830,Torsion_angle,Assembly_atom_ID_4,?,?
5840,Torsion_angle,Entity_assembly_ID_4,?,?
5850,Torsion_angle,Entity_ID_4,?,?
5860,Torsion_angle,Entity_label_4,?,?
5870,Torsion_angle,Comp_ID_4,?,?
5880,Torsion_angle,Comp_label_4,?,?
5890,Torsion_angle,Comp_index_ID_4,?,?
5900,Torsion_angle,Seq_ID_4,?,?
5910,Torsion_angle,Atom_ID_4,?,?
5920,Torsion_angle,Atom_type_4,?,?
5930,Torsion_angle,Sf_ID,?,?
5940,Torsion_angle,Entry_ID,?,?
5950,Torsion_angle,Assembly_ID,?,?
5960,Assembly_segment,ID,?,?
5970,Assembly_segment,Entity_assembly_ID,?,?
5980,Assembly_segment,Entity_ID,?,?
5990,Assembly_segment,Entity_label,?,?
6000,Assembly_segment,Comp_index_ID,?,?
6010,Assembly_segment,Comp_ID,?,?
6020,Assembly_segment,Comp_label,?,?
6030,Assembly_segment,Seq_ID,?,?
6040,Assembly_segment,Atom_ID,?,?
6050,Assembly_segment,Assembly_atom_ID,?,?
6060,Assembly_segment,Sf_ID,?,?
6070,Assembly_segment,Entry_ID,?,?
6080,Assembly_segment,Assembly_ID,?,?
6090,Assembly_segment_description,Assembly_segment_ID,?,?
6100,Assembly_segment_description,Code,?,?
6110,Assembly_segment_description,Details,?,?
6120,Assembly_segment_description,Sf_ID,?,?
6130,Assembly_segment_description,Entry_ID,?,?
6140,Assembly_segment_description,Assembly_ID,?,?
6150,Assembly_keyword,Keyword,?,?
6160,Assembly_keyword,Sf_ID,?,?
6170,Assembly_keyword,Entry_ID,?,?
6180,Assembly_keyword,Assembly_ID,?,?
6190,Assembly_citation,Citation_ID,?,?
6200,Assembly_citation,Citation_label,?,?
6210,Assembly_citation,Sf_ID,?,?
6220,Assembly_citation,Entry_ID,?,?
6230,Assembly_citation,Assembly_ID,?,?
6240,Assembly_annotation_list,Sf_category,?,?
6250,Assembly_annotation_list,Sf_framecode,?,?
6260,Assembly_annotation_list,Entry_ID,?,?
6270,Assembly_annotation_list,Sf_ID,?,?
6280,Assembly_annotation_list,ID,?,?
