Enumeration ID,Sf category,Tag
148,chem_comp,_Chem_comp_bond.PDBx_aromatic_flag
149,chem_comp,_Chem_comp_bond.PDBx_stereo_config
150,chem_comp,_Chem_comp_db_link.Author_supplied
151,sample,_Sample.Type
152,sample,_Sample.Solvent_system
153,sample,_Sample_component.Mol_common_name
154,sample,_Sample_component.Isotopic_labeling
155,sample,_Sample_component.Concentration_val_units
156,sample_conditions,_Sample_condition_variable.Type
157,sample_conditions,_Sample_condition_variable.Val_units
158,software,_Software.Sf_framecode
159,software,_Software.Name
160,software,_Vendor.Name
161,software,_Task.Task
162,Mass_spectrometer,_Mass_spectrometer.Manufacturer
163,Mass_spectrometer,_Mass_spectrometer.Model
164,Mass_spectrometer,_Mass_spectrometer.Type
165,Mass_spectrometer_list,_Mass_spectrometer_view.Manufacturer
166,Mass_spectrometer_list,_Mass_spectrometer_view.Model
167,Mass_spectrometer_list,_Mass_spectrometer_view.Type
168,chromatographic_system,_Chromatographic_system.Pump_manufacturer
169,chromatographic_system,_Chromatographic_system.Pump_model
170,chromatographic_column,_Chromatographic_column.Vendor
171,chromatographic_column,_Chromatographic_column.Type
172,NMR_spectrometer,_NMR_spectrometer.Manufacturer
173,NMR_spectrometer,_NMR_spectrometer.Model
174,NMR_spectrometer,_NMR_spectrometer.Field_strength
175,NMR_spectrometer_list,_NMR_spectrometer_view.Manufacturer
176,NMR_spectrometer_list,_NMR_spectrometer_view.Model
177,NMR_spectrometer_list,_NMR_spectrometer_view.Field_strength
178,NMR_spectrometer_probe,_NMR_spectrometer_probe.Manufacturer
179,NMR_spectrometer_probe,_NMR_spectrometer_probe.Spacer_present
180,NMR_spectrometer_probe,_NMR_probe.Type
181,experiment_list,_Experiment.Name
182,experiment_list,_Experiment.Raw_data_flag
183,experiment_list,_Experiment.Sample_state
184,NMR_spectrometer_expt,_NMR_spec_expt.Type
185,NMR_spectrometer_expt,_NMR_spec_expt.Sample_volume_units
186,NMR_spectrometer_expt,_NMR_spec_expt.NMR_tube_type
187,NMR_spectrometer_expt,_NMR_expt_systematic_name.Name
188,NMR_spectrometer_expt,_NMR_expt_systematic_name.Naming_system
189,NMR_spectrometer_expt,_NMR_experiment_file.Type
190,chem_shift_reference,_Chem_shift_reference.Proton_shifts_flag
191,chem_shift_reference,_Chem_shift_reference.Carbon_shifts_flag
192,chem_shift_reference,_Chem_shift_reference.Nitrogen_shifts_flag
193,chem_shift_reference,_Chem_shift_reference.Phosphorus_shifts_flag
194,chem_shift_reference,_Chem_shift_reference.Other_shifts_flag
195,chem_shift_reference,_Chem_shift_ref.Mol_common_name
196,chem_shift_reference,_Chem_shift_ref.Atom_group
197,chem_shift_reference,_Chem_shift_ref.Chem_shift_units
198,chem_shift_reference,_Chem_shift_ref.Ref_method
199,chem_shift_reference,_Chem_shift_ref.Ref_type
200,chem_shift_reference,_Chem_shift_ref.External_ref_loc
201,chem_shift_reference,_Chem_shift_ref.External_ref_sample_geometry
202,chem_shift_reference,_Chem_shift_ref.External_ref_axis
203,assigned_chemical_shifts,_Chem_shift_experiment.Experiment_name
204,assigned_chemical_shifts,_Chem_shift_experiment.Sample_state
205,assigned_chemical_shifts,_Systematic_chem_shift_offset.Type
206,assigned_chemical_shifts,_Systematic_chem_shift_offset.Atom_type
207,assigned_chemical_shifts,_Atom_chem_shift.Ambiguity_code
208,coupling_constants,_Coupling_constant_list.Spectrometer_frequency_1H
209,coupling_constants,_Coupling_constant_experiment.Experiment_name
210,coupling_constants,_Coupling_constant_experiment.Sample_state
211,spectral_peak_list,_Spectral_peak_list.Experiment_name
212,spectral_peak_list,_Peak_general_char.Measurement_method
213,spectral_peak_list,_Peak_char.Coupling_pattern
214,spectral_peak_list,_Spectral_transition_general_char.Measurement_method
215,resonance_linker,_Spin_system_link.Type
216,chem_shift_isotope_effect,_Isotope_effect_experiment.Experiment_name
217,chem_shift_isotope_effect,_Isotope_effect_experiment.Sample_state
218,chem_shift_interaction_diff,_Mol_interaction_diff_experiment.Experiment_name
219,chem_shift_interaction_diff,_Mol_interaction_diff_experiment.Sample_state
220,chem_shift_anisotropy,_Chem_shift_anisotropy.Val_units
221,chem_shift_anisotropy,_CS_anisotropy_experiment.Experiment_name
222,chem_shift_anisotropy,_CS_anisotropy_experiment.Sample_state
223,chem_shifts_calc_type,_Chem_shifts_calc_type.Calculation_level
224,chem_shifts_calc_type,_Chem_shifts_calc_type.Quantum_mechanical_method
225,chem_shifts_calc_type,_Chem_shifts_calc_type.Quantum_mechanical_theory_level
226,chem_shifts_calc_type,_Chem_shifts_calc_type.Chem_shift_nucleus
227,RDCs,_RDC_experiment.Experiment_name
228,RDCs,_RDC_experiment.Sample_state
229,dipolar_couplings,_Dipolar_coupling_experiment.Experiment_name
230,dipolar_couplings,_Dipolar_coupling_experiment.Sample_state
231,spectral_density_values,_Spectral_density_experiment.Experiment_name
232,spectral_density_values,_Spectral_density_experiment.Sample_state
233,other_data_types,_Other_data_experiment.Experiment_name
234,other_data_types,_Other_data_experiment.Sample_state
235,H_exch_rates,_H_exch_rate_list.Val_units
236,H_exch_rates,_H_exch_rate_experiment.Experiment_name
237,H_exch_rates,_H_exch_rate_experiment.Sample_state
238,H_exch_protection_factors,_H_exch_protection_fact_experiment.Experiment_name
239,H_exch_protection_factors,_H_exch_protection_fact_experiment.Sample_state
240,homonucl_NOEs,_Homonucl_NOE_list.Homonuclear_NOE_val_type
241,heteronucl_NOEs,_Heteronucl_NOE_list.Heteronuclear_NOE_val_type
242,heteronucl_NOEs,_Heteronucl_NOE_experiment.Experiment_name
243,heteronucl_NOEs,_Heteronucl_NOE_experiment.Sample_state
244,heteronucl_T1_relaxation,_Heteronucl_T1_list.T1_coherence_type
245,heteronucl_T1_relaxation,_Heteronucl_T1_list.T1_val_units
246,heteronucl_T1_relaxation,_Heteronucl_T1_experiment.Experiment_name
247,heteronucl_T1_relaxation,_Heteronucl_T1_experiment.Sample_state
248,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.Temp_calibration_method
249,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.Temp_control_method
250,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.T1rho_coherence_type
251,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.T1rho_val_units
252,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.Rex_units
253,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_experiment.Experiment_name
254,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_experiment.Sample_state
255,heteronucl_T2_relaxation,_Heteronucl_T2_list.Temp_calibration_method
256,heteronucl_T2_relaxation,_Heteronucl_T2_list.Temp_control_method
257,heteronucl_T2_relaxation,_Heteronucl_T2_list.T2_coherence_type
258,heteronucl_T2_relaxation,_Heteronucl_T2_list.T2_val_units
259,heteronucl_T2_relaxation,_Heteronucl_T2_list.Rex_units
260,heteronucl_T2_relaxation,_Heteronucl_T2_experiment.Experiment_name
261,heteronucl_T2_relaxation,_Heteronucl_T2_experiment.Sample_state
262,dipole_dipole_relaxation,_Dipole_dipole_relax_list.Val_units
263,dipole_dipole_relaxation,_Dipole_dipole_relax_experiment.Experiment_name
264,dipole_dipole_relaxation,_Dipole_dipole_relax_experiment.Sample_state
265,dipole_dipole_cross_correlations,_Cross_correlation_DD_list.Val_units
266,dipole_dipole_cross_correlations,_Cross_correlation_DD_experiment.Experiment_name
267,dipole_dipole_cross_correlations,_Cross_correlation_DD_experiment.Sample_state
268,dipole_CSA_cross_correlations,_Cross_correlation_D_CSA_list.Val_units
269,dipole_CSA_cross_correlations,_Cross_correlation_D_CSA_experiment.Experiment_name
270,dipole_CSA_cross_correlations,_Cross_correlation_D_CSA_experiment.Sample_state
271,order_parameters,_Order_parameter_list.Tau_e_val_units
272,order_parameters,_Order_parameter_list.Tau_s_val_units
273,order_parameters,_Order_parameter_experiment.Experiment_name
274,order_parameters,_Order_parameter_experiment.Sample_state
275,pH_titration,_PH_titration_list.Expt_observed_param
276,pH_titration,_PH_titration_experiment.Experiment_name
277,pH_titration,_PH_titration_experiment.Sample_state
278,pH_param_list,_PH_param_list.Observed_NMR_param
279,D_H_fractionation_factors,_D_H_fract_factor_experiment.Experiment_name
280,D_H_fractionation_factors,_D_H_fract_factor_experiment.Sample_state
281,deduced_secd_struct_features,_Deduced_secd_struct_experiment.Experiment_name
282,deduced_secd_struct_features,_Deduced_secd_struct_experiment.Sample_state
283,deduced_hydrogen_bonds,_Deduced_H_bond_experiment.Experiment_name
284,deduced_hydrogen_bonds,_Deduced_H_bond_experiment.Sample_state
285,conformer_statistics,_Conformer_stat_list.Conformer_ensemble_only
286,conformer_statistics,_Conformer_stat_list.Both_ensemble_and_rep_conformer
287,conformer_statistics,_Conformer_stat_list.Representative_conformer_only
288,conformer_statistics,_Conformer_stat_list.Conformer_selection_criteria
289,conformer_statistics,_Conformer_stat_list.Rep_conformer_selection_criteria
290,conformer_statistics,_Conformer_stat_list_ens.Stats_not_available
291,conformer_statistics,_Conformer_stat_list_rep.Stats_not_available
292,conformer_family_coord_set,_Conformer_family_coord_set.Atom_site_uncertainty_desc
293,conformer_family_coord_set,_Conformer_family_refinement.Refine_method
294,conformer_family_coord_set,_Conformer_family_coord_set_expt.Experiment_name
295,conformer_family_coord_set,_Conformer_family_coord_set_expt.Sample_state
296,conformer_family_coord_set,_Local_structure_quality.Type
297,conformer_family_coord_set,_Model_type.Type
298,conformer_family_coord_set,_Atom_site.Ordered_flag
299,representative_conformer,_Representative_conformer.Type
300,representative_conformer,_Rep_conf_refinement.Refine_method
301,constraint_statistics,_Constraint_stat_list.Stats_not_available
302,constraint_statistics,_Constraint_stat_list.NOE_interproton_dist_evaluation
303,constraint_statistics,_Constraint_stat_list.NOE_pseudoatom_corrections
304,constraint_statistics,_Constraint_stat_list.NOE_dist_averaging_method
305,constraint_statistics,_Constraint_stat_list.ROE_interproton_dist_evaluation
306,constraint_statistics,_Constraint_stat_list.ROE_pseudoatom_corrections
307,constraint_statistics,_Constraint_stat_list.ROE_dist_averaging_method
308,constraint_statistics,_Constraint_stat_list.Dist_constr_violat_stat_calc_method
309,constraint_statistics,_Constraint_stat_list_ens.Constraint_stats_not_available
310,constraint_statistics,_Constraint_stat_list_rep.Constraint_stats_not_available
311,constraint_statistics,_Constraint_file.Constraint_type
312,constraint_statistics,_Constraint_file.Constraint_subtype
313,constraint_statistics,_Constraint_file.Constraint_subsubtype
314,force_constants,_Force_constant_list.Default_software_values_used
315,force_constants,_Force_constant.Term
316,force_constants,_Force_constant.Units
317,distance_constraints,_Distance_constraint_list.Constraint_type
318,distance_constraints,_Distance_constraint_expt.Experiment_name
319,distance_constraints,_Distance_constraint_expt.Sample_state
320,distance_constraints,_Dist_constr_software_setting.Type
321,torsion_angle_constraints,_Torsion_angle_constraints_expt.Experiment_name
322,torsion_angle_constraints,_Torsion_angle_constraints_expt.Sample_state
323,RDC_constraints,_RDC_constraint_expt.Experiment_name
324,RDC_constraints,_RDC_constraint_expt.Sample_state
325,J_three_bond_constraints,_J_three_bond_constraint_expt.Experiment_name
326,J_three_bond_constraints,_J_three_bond_constraint_expt.Sample_state
327,CA_CB_chem_shift_constraints,_CA_CB_constraint_expt.Experiment_name
328,CA_CB_chem_shift_constraints,_CA_CB_constraint_expt.Sample_state
329,H_chem_shift_constraints,_H_chem_shift_constraint_expt.Experiment_name
330,H_chem_shift_constraints,_H_chem_shift_constraint_expt.Sample_state
331,other_constraints,_Other_constraint_expt.Experiment_name
332,other_constraints,_Other_constraint_expt.Sample_state
76,entry_information,_Contact_person.Family_title
76,entry_information,_Entry_author.Family_title
TBL_END,?,?
