dictionarySeq,tagCategory,tagField,tagInterfaceFlag,tagPrompt
1950,Entry_prerelease_seq,Seq_one_letter_code,?,?
1960,Entry_prerelease_seq,Sf_ID,?,?
1970,Entry_prerelease_seq,Entry_ID,?,?
1980,Contact_person,ID,?,?
1990,Contact_person,Email_address,?,?
2000,Contact_person,ORCID,?,?
2010,Contact_person,Name_salutation,?,?
2020,Contact_person,Given_name,?,?
2030,Contact_person,Family_name,?,?
2040,Contact_person,Middle_initials,?,?
2050,Contact_person,Family_title,?,?
2060,Contact_person,Department_and_institution,?,?
2070,Contact_person,Country,?,?
2080,Contact_person,State_province,?,?
2090,Contact_person,City,?,?
2100,Contact_person,Postal_code,?,?
2110,Contact_person,Mailing_address,?,?
2120,Contact_person,Address_1,?,?
2130,Contact_person,Address_2,?,?
2140,Contact_person,Address_3,?,?
2150,Contact_person,Phone_number,?,?
2160,Contact_person,FAX_number,?,?
2170,Contact_person,Role,?,?
2180,Contact_person,Organization_type,?,?
2190,Contact_person,Sf_ID,?,?
2200,Contact_person,Entry_ID,?,?
2210,Entry_author,Ordinal,?,?
2220,Entry_author,Given_name,C,Given name
2230,Entry_author,Family_name,C,Family name
2240,Entry_author,First_initial,C,Initial of given name
2250,Entry_author,Middle_initials,C,Middle initials
2260,Entry_author,Family_title,?,?
2270,Entry_author,ORCID,?,?
2280,Entry_author,Sf_ID,?,?
2290,Entry_author,Entry_ID,C,Entry ID
2300,SG_project,SG_project_ID,?,?
2310,SG_project,Project_name,C,Project name
2320,SG_project,Full_name_of_center,?,?
2330,SG_project,Initial_of_center,C,Initials of center
2340,SG_project,Sf_ID,?,?
2350,SG_project,Entry_ID,C,Entry ID
2360,Entry_src,ID,?,?
2370,Entry_src,Project_name,C,Project name
2380,Entry_src,Organization_full_name,?,?
2390,Entry_src,Organization_initials,?,?
2400,Entry_src,Sf_ID,?,?
2410,Entry_src,Entry_ID,C,Entry ID
2420,Struct_keywords,Keywords,C,Keywords
2430,Struct_keywords,Text,?,?
2440,Struct_keywords,Sf_ID,?,?
2450,Struct_keywords,Entry_ID,C,Entry ID
2460,Data_set,Type,SFAV-P,Data set type
2470,Data_set,Count,?,?
2480,Data_set,Sf_ID,?,?
2490,Data_set,Entry_ID,C,Entry ID
2500,Datum,Type,SFAV-P,Datum type
2510,Datum,Count,C,Datum count
2520,Datum,Sf_ID,?,?
2530,Datum,Entry_ID,C,Entry ID
2540,Release,Release_number,C,Release ordinal
2550,Release,Format_type,?,?
2560,Release,Format_version,?,?
2570,Release,Date,C,Release date
2580,Release,Submission_date,?,?
2590,Release,Type,C,Release type
2600,Release,Author,C,Release author
2610,Release,Detail,C,Release description
2620,Release,Sf_ID,?,?
2630,Release,Entry_ID,?,?
2640,Related_entries,Database_name,C,Database name
2650,Related_entries,Database_accession_code,C,Database accession code
2660,Related_entries,Relationship,C,Database relationship
2670,Related_entries,Sf_ID,?,?
2680,Related_entries,Entry_ID,?,?
2690,Matched_entries,Database_name,C,Database name
2700,Matched_entries,Database_accession_code,C,Database accession code
2710,Matched_entries,Sf_ID,?,?
2720,Matched_entries,Entry_ID,?,?
2730,Auxiliary_files,ID,?,?
2740,Auxiliary_files,Name,?,?
2750,Auxiliary_files,Format,?,?
2760,Auxiliary_files,URI,?,?
2770,Auxiliary_files,DOI,?,?
2780,Auxiliary_files,Path,?,?
2790,Auxiliary_files,Details,?,?
2800,Auxiliary_files,Sf_ID,?,?
2810,Auxiliary_files,Entry_ID,?,?
2820,Audit,Revision_ID,?,?
2830,Audit,Creation_date,?,?
2840,Audit,Update_record,?,?
2850,Audit,Creation_method,?,?
2860,Audit,Sf_ID,?,?
2870,Audit,Entry_ID,?,?
2880,Citation,Sf_category,?,?
2890,Citation,Sf_framecode,?,?
2900,Citation,Entry_ID,C,Entry ID
2910,Citation,Sf_ID,?,?
2920,Citation,ID,?,?
2930,Citation,Name,?,?
2940,Citation,Class,SFAV-P,Class (entry; reference)
2950,Citation,CAS_abstract_code,?,?
2960,Citation,MEDLINE_UI_code,?,?
2970,Citation,DOI,?,?
2980,Citation,PubMed_ID,?,?
2990,Citation,Full_citation,?,?
3000,Citation,Title,C,Citation title
3010,Citation,Status,?,?
3020,Citation,Type,SFAV-P,Type (journal; book; thesis)
3030,Citation,Journal_abbrev,C,Journal abbreviation
3040,Citation,Journal_name_full,?,?
3050,Citation,Journal_volume,?,?
3060,Citation,Journal_issue,?,?
3070,Citation,Journal_ASTM,?,?
3080,Citation,Journal_ISSN,?,?
3090,Citation,Journal_CSD,?,?
3100,Citation,Book_title,?,?
3110,Citation,Book_chapter_title,?,?
3120,Citation,Book_volume,?,?
3130,Citation,Book_series,?,?
3140,Citation,Book_publisher,?,?
3150,Citation,Book_publisher_city,?,?
3160,Citation,Book_ISBN,?,?
3170,Citation,Conference_title,?,?
3180,Citation,Conference_site,?,?
3190,Citation,Conference_state_province,?,?
3200,Citation,Conference_country,?,?
3210,Citation,Conference_start_date,?,?
3220,Citation,Conference_end_date,?,?
3230,Citation,Conference_abstract_number,?,?
3240,Citation,Thesis_institution,?,?
3250,Citation,Thesis_institution_city,?,?
3260,Citation,Thesis_institution_country,?,?
3270,Citation,WWW_URL,?,?
3280,Citation,Page_first,?,?
3290,Citation,Page_last,?,?
3300,Citation,Year,C,Year
3310,Citation,Details,?,?
3320,Citation_author,Ordinal,?,?
3330,Citation_author,Given_name,C,Given name
3340,Citation_author,Family_name,C,Family name
3350,Citation_author,First_initial,C,Initial of given name
3360,Citation_author,Middle_initials,C,Middle initials
3370,Citation_author,Family_title,?,?
3380,Citation_author,ORCID,?,?
3390,Citation_author,Sf_ID,?,?
3400,Citation_author,Entry_ID,C,Entry ID
3410,Citation_author,Citation_ID,?,?
3420,Citation_keyword,Keyword,C,Keyword
3430,Citation_keyword,Sf_ID,?,?
3440,Citation_keyword,Entry_ID,C,Entry ID
3450,Citation_keyword,Citation_ID,?,?
3460,Citation_editor,Ordinal,?,?
3470,Citation_editor,Given_name,?,?
3480,Citation_editor,Family_name,?,?
3490,Citation_editor,First_initial,?,?
3500,Citation_editor,Middle_initials,?,?
3510,Citation_editor,Family_title,?,?
3520,Citation_editor,Sf_ID,?,?
3530,Citation_editor,Entry_ID,?,?
3540,Citation_editor,Citation_ID,?,?
3550,Assembly,Sf_category,?,?
3560,Assembly,Sf_framecode,?,?
3570,Assembly,Entry_ID,C,Entry ID
3580,Assembly,Sf_ID,?,?
3590,Assembly,ID,?,?
3600,Assembly,Name,C,Name
3610,Assembly,BMRB_code,?,?
3620,Assembly,Number_of_components,?,?
3630,Assembly,Organic_ligands,C,Organic ligands
3640,Assembly,Metal_ions,C,Metal ions
3650,Assembly,Non_standard_bonds,SFAV-P,Non standard bonds
3660,Assembly,Ambiguous_conformational_states,?,?
3670,Assembly,Ambiguous_chem_comp_sites,?,?
3680,Assembly,Molecules_in_chemical_exchange,?,?
3690,Assembly,Paramagnetic,SFAV-P,Paramagnetic (yes; no)
3700,Assembly,Thiol_state,C,Thiol state (fully reduced; fully oxidized)
3710,Assembly,Molecular_mass,C,Molecular mass
3720,Assembly,Enzyme_commission_number,C,Enzyme commission number
3730,Assembly,Details,?,?
3740,Assembly,DB_query_date,?,?
3750,Assembly,DB_query_revised_last_date,?,?
3760,Assembly_type,Type,C,Type
3770,Assembly_type,Sf_ID,?,?
3780,Assembly_type,Entry_ID,C,Entry ID
3790,Assembly_type,Assembly_ID,?,?
3800,Entity_assembly,ID,?,?
3810,Entity_assembly,Entity_assembly_name,?,?
3820,Entity_assembly,Entity_ID,?,?
3830,Entity_assembly,Entity_label,?,?
3840,Entity_assembly,Asym_ID,?,?
3850,Entity_assembly,PDB_chain_ID,?,?
3860,Entity_assembly,Experimental_data_reported,C,Experimental data reported
3870,Entity_assembly,Physical_state,C,Physical state
3880,Entity_assembly,Conformational_isomer,C,Conformational isomer
3890,Entity_assembly,Chemical_exchange_state,C,Chemical exchange state
3900,Entity_assembly,Magnetic_equivalence_group_code,C,Magnetically equivalent group
3910,Entity_assembly,Role,?,?
3920,Entity_assembly,Details,?,?
3930,Entity_assembly,Sf_ID,?,?
3940,Entity_assembly,Entry_ID,C,Entry ID
3950,Entity_assembly,Assembly_ID,?,?
3960,Bond,ID,?,?
3970,Bond,Type,C,Type
3980,Bond,Value_order,?,?
3990,Bond,Assembly_atom_ID_1,?,?
4000,Bond,Entity_assembly_ID_1,?,?
4010,Bond,Entity_assembly_name_1,?,?
4020,Bond,Entity_ID_1,?,?
4030,Bond,Comp_ID_1,?,?
4040,Bond,Comp_index_ID_1,?,?
4050,Bond,Seq_ID_1,?,?
4060,Bond,Atom_ID_1,?,?
4070,Bond,Assembly_atom_ID_2,?,?
4080,Bond,Entity_assembly_ID_2,?,?
4090,Bond,Entity_assembly_name_2,?,?
4100,Bond,Entity_ID_2,?,?
4110,Bond,Comp_ID_2,?,?
4120,Bond,Comp_index_ID_2,?,?
4130,Bond,Seq_ID_2,?,?
4140,Bond,Atom_ID_2,?,?
4150,Bond,Auth_entity_assembly_ID_1,?,?
4160,Bond,Auth_entity_assembly_name_1,?,?
4170,Bond,Auth_asym_ID_1,?,?
4180,Bond,Auth_seq_ID_1,?,?
4190,Bond,Auth_comp_ID_1,?,?
4200,Bond,Auth_atom_ID_1,?,?
4210,Bond,Auth_entity_assembly_ID_2,?,?
4220,Bond,Auth_entity_assembly_name_2,?,?
4230,Bond,Auth_asym_ID_2,?,?
4240,Bond,Auth_seq_ID_2,?,?
4250,Bond,Auth_comp_ID_2,?,?
4260,Bond,Auth_atom_ID_2,?,?
4270,Bond,Sf_ID,?,?
4280,Bond,Entry_ID,C,Entry ID
4290,Bond,Assembly_ID,?,?
4300,Entity_deleted_atom,ID,?,?
4310,Entity_deleted_atom,Entity_atom_list_ID,?,?
4320,Entity_deleted_atom,Entity_assembly_ID,?,?
4330,Entity_deleted_atom,Entity_ID,?,?
4340,Entity_deleted_atom,Comp_ID,?,?
4350,Entity_deleted_atom,Comp_index_ID,?,?
4360,Entity_deleted_atom,Seq_ID,?,?
4370,Entity_deleted_atom,Atom_ID,?,?
4380,Entity_deleted_atom,Auth_entity_assembly_ID,?,?
4390,Entity_deleted_atom,Auth_seq_ID,?,?
4400,Entity_deleted_atom,Auth_comp_ID,?,?
4410,Entity_deleted_atom,Auth_atom_ID,?,?
4420,Entity_deleted_atom,Sf_ID,?,?
4430,Entity_deleted_atom,Entry_ID,?,?
4440,Entity_deleted_atom,Assembly_ID,?,?
4450,Struct_asym,ID,?,?
4460,Struct_asym,Entity_ID,?,?
4470,Struct_asym,PDBX_blank_PDB_chainid_flag,?,?
4480,Struct_asym,PDBX_modified,?,?
4490,Struct_asym,Details,?,?
4500,Struct_asym,Sf_ID,?,?
4510,Struct_asym,Entry_ID,?,?
4520,Struct_asym,Assembly_ID,?,?
4530,Assembly_db_link,Author_supplied,SFAV-P,Author supplied
4540,Assembly_db_link,Database_code,C,Database code
4550,Assembly_db_link,Accession_code,C,Accession code
4560,Assembly_db_link,Entry_mol_code,?,?
4570,Assembly_db_link,Entry_mol_name,C,Molecule name
4580,Assembly_db_link,Entry_experimental_method,C,Experimental method
4590,Assembly_db_link,Entry_structure_resolution,?,?
4600,Assembly_db_link,Entry_relation_type,?,?
4610,Assembly_db_link,Entry_details,?,?
4620,Assembly_db_link,Sf_ID,?,?
4630,Assembly_db_link,Entry_ID,C,Entry ID
4640,Assembly_db_link,Assembly_ID,?,?
4650,Assembly_common_name,Name,?,?
4660,Assembly_common_name,Type,?,?
4670,Assembly_common_name,Sf_ID,?,?
4680,Assembly_common_name,Entry_ID,?,?
4690,Assembly_common_name,Assembly_ID,?,?
4700,Assembly_systematic_name,Name,?,?
4710,Assembly_systematic_name,Naming_system,?,?
4720,Assembly_systematic_name,Sf_ID,?,?
4730,Assembly_systematic_name,Entry_ID,?,?
4740,Assembly_systematic_name,Assembly_ID,?,?
4750,Assembly_interaction,ID,?,?
4760,Assembly_interaction,Entity_assembly_ID_1,?,?
4770,Assembly_interaction,Entity_assembly_ID_2,?,?
4780,Assembly_interaction,Mol_interaction_type,?,?
4790,Assembly_interaction,Sf_ID,?,?
4800,Assembly_interaction,Entry_ID,?,?
4810,Assembly_interaction,Assembly_ID,?,?
4820,Chem_comp_assembly,Assembly_chem_comp_ID,?,?
4830,Chem_comp_assembly,Entity_assembly_ID,?,?
4840,Chem_comp_assembly,Entity_ID,?,?
4850,Chem_comp_assembly,Comp_index_ID,?,?
4860,Chem_comp_assembly,Comp_ID,?,?
4870,Chem_comp_assembly,Seq_ID,?,?
4880,Chem_comp_assembly,Auth_entity_assembly_ID,?,?
4890,Chem_comp_assembly,Auth_asym_ID,?,?
4900,Chem_comp_assembly,Auth_seq_ID,?,?
4910,Chem_comp_assembly,Auth_comp_ID,?,?
4920,Chem_comp_assembly,Auth_variant_ID,?,?
4930,Chem_comp_assembly,Sequence_linking,?,?
4940,Chem_comp_assembly,Cis_residue,?,?
4950,Chem_comp_assembly,NEF_index,?,?
4960,Chem_comp_assembly,Sf_ID,?,?
4970,Chem_comp_assembly,Entry_ID,?,?
4980,Chem_comp_assembly,Assembly_ID,?,?
4990,PDBX_poly_seq_scheme,Entity_assembly_ID,?,?
5000,PDBX_poly_seq_scheme,Entity_ID,?,?
5010,PDBX_poly_seq_scheme,Comp_index_ID,?,?
5020,PDBX_poly_seq_scheme,Comp_ID,?,?
5030,PDBX_poly_seq_scheme,Comp_label,?,?
5040,PDBX_poly_seq_scheme,Asym_ID,?,?
5050,PDBX_poly_seq_scheme,Seq_ID,?,?
5060,PDBX_poly_seq_scheme,Mon_ID,?,?
5070,PDBX_poly_seq_scheme,Hetero,?,?
5080,PDBX_poly_seq_scheme,PDB_seq_num,?,?
5090,PDBX_poly_seq_scheme,PDB_mon_ID,?,?
5100,PDBX_poly_seq_scheme,PDB_chain_ID,?,?
5110,PDBX_poly_seq_scheme,PDB_ins_code,?,?
5120,PDBX_poly_seq_scheme,Auth_seq_num,?,?
5130,PDBX_poly_seq_scheme,Auth_mon_ID,?,?
5140,PDBX_poly_seq_scheme,Sf_ID,?,?
5150,PDBX_poly_seq_scheme,Entry_ID,?,?
5160,PDBX_poly_seq_scheme,Assembly_ID,?,?
5170,PDBX_nonpoly_scheme,Entity_assembly_ID,?,?
5180,PDBX_nonpoly_scheme,Asym_ID,?,?
5190,PDBX_nonpoly_scheme,Entity_ID,?,?
5200,PDBX_nonpoly_scheme,Mon_ID,?,?
5210,PDBX_nonpoly_scheme,Comp_index_ID,?,?
5220,PDBX_nonpoly_scheme,Comp_ID,?,?
5230,PDBX_nonpoly_scheme,PDB_seq_num,?,?
5240,PDBX_nonpoly_scheme,Auth_seq_num,?,?
5250,PDBX_nonpoly_scheme,PDB_mon_ID,?,?
5260,PDBX_nonpoly_scheme,Auth_mon_ID,?,?
5270,PDBX_nonpoly_scheme,PDB_strand_ID,?,?
5280,PDBX_nonpoly_scheme,PDB_ins_code,?,?
5290,PDBX_nonpoly_scheme,Sf_ID,?,?
5300,PDBX_nonpoly_scheme,Entry_ID,?,?
5310,PDBX_nonpoly_scheme,Assembly_ID,?,?
5320,Atom_type,ID,?,?
5330,Atom_type,Symbol,?,?
5340,Atom_type,Atomic_number,?,?
5350,Atom_type,Isotope_number,?,?
5360,Atom_type,Oxidation_number,?,?
5370,Atom_type,Paramagnetic,?,?
5380,Atom_type,Electron_configuration,?,?
5390,Atom_type,Unpaired_electron_number,?,?
5400,Atom_type,Atomic_mass,?,?
5410,Atom_type,Van_der_Vaals_radii,?,?
5420,Atom_type,Sf_ID,?,?
5430,Atom_type,Entry_ID,?,?
5440,Atom_type,Assembly_ID,?,?
5450,Atom,Assembly_atom_ID,?,?
5460,Atom,Entity_assembly_ID,?,?
5470,Atom,Entity_ID,?,?
5480,Atom,Comp_index_ID,?,?
5490,Atom,Seq_ID,?,?
5500,Atom,Comp_ID,?,?
5510,Atom,Atom_type_ID,?,?
5520,Atom,Atom_ID,?,?
5530,Atom,Type_symbol,?,?
5540,Atom,PDB_one_letter_code,?,?
5550,Atom,PDB_strand_ID,?,?
5560,Atom,PDB_ins_code,?,?
5570,Atom,PDB_asym_ID,?,?
5580,Atom,PDB_seq_ID,?,?
5590,Atom,PDB_comp_ID,?,?
5600,Atom,PDB_group,?,?
5610,Atom,PDB_atom_ID,?,?
5620,Atom,PDB_atom_type,?,?
5630,Atom,Sf_ID,?,?
5640,Atom,Entry_ID,?,?
5650,Atom,Assembly_ID,?,?
5660,Assembly_bio_function,Biological_function,?,?
5670,Assembly_bio_function,Sf_ID,?,?
5680,Assembly_bio_function,Entry_ID,?,?
5690,Assembly_bio_function,Assembly_ID,?,?
5700,Angle,ID,?,?
5710,Angle,Angle_name,?,?
5720,Angle,Assembly_atom_ID_1,?,?
5730,Angle,Entity_assembly_ID_1,?,?
5740,Angle,Entity_ID_1,?,?
5750,Angle,Entity_label_1,?,?
5760,Angle,Comp_ID_1,?,?
5770,Angle,Comp_label_1,?,?
5780,Angle,Comp_index_ID_1,?,?
5790,Angle,Seq_ID_1,?,?
5800,Angle,Atom_ID_1,?,?
5810,Angle,Atom_type_1,?,?
5820,Angle,Assembly_atom_ID_2,?,?
5830,Angle,Entity_assembly_ID_2,?,?
5840,Angle,Entity_ID_2,?,?
5850,Angle,Entity_label_2,?,?
5860,Angle,Comp_ID_2,?,?
5870,Angle,Comp_label_2,?,?
5880,Angle,Comp_index_ID_2,?,?
5890,Angle,Seq_ID_2,?,?
5900,Angle,Atom_ID_2,?,?
5910,Angle,Atom_type_2,?,?
5920,Angle,Assembly_atom_ID_3,?,?
5930,Angle,Entity_assembly_ID_3,?,?
5940,Angle,Entity_ID_3,?,?
5950,Angle,Entity_label_3,?,?
5960,Angle,Comp_ID_3,?,?
5970,Angle,Comp_label_3,?,?
5980,Angle,Comp_index_ID_3,?,?
5990,Angle,Seq_ID_3,?,?
6000,Angle,Atom_ID_3,?,?
6010,Angle,Atom_type_3,?,?
6020,Angle,Sf_ID,?,?
6030,Angle,Entry_ID,?,?
6040,Angle,Assembly_ID,?,?
6050,Torsion_angle,ID,?,?
6060,Torsion_angle,Torsion_angle_name,?,?
6070,Torsion_angle,Assembly_atom_ID_1,?,?
6080,Torsion_angle,Entity_assembly_ID_1,?,?
6090,Torsion_angle,Entity_ID_1,?,?
6100,Torsion_angle,Entity_label_1,?,?
6110,Torsion_angle,Comp_ID_1,?,?
6120,Torsion_angle,Comp_label_1,?,?
6130,Torsion_angle,Comp_index_ID_1,?,?
6140,Torsion_angle,Seq_ID_1,?,?
6150,Torsion_angle,Atom_ID_1,?,?
6160,Torsion_angle,Atom_type_1,?,?
6170,Torsion_angle,Assembly_atom_ID_2,?,?
6180,Torsion_angle,Entity_assembly_ID_2,?,?
6190,Torsion_angle,Entity_ID_2,?,?
6200,Torsion_angle,Entity_label_2,?,?
6210,Torsion_angle,Comp_ID_2,?,?
6220,Torsion_angle,Comp_label_2,?,?
6230,Torsion_angle,Comp_index_ID_2,?,?
6240,Torsion_angle,Seq_ID_2,?,?
6250,Torsion_angle,Atom_ID_2,?,?
6260,Torsion_angle,Atom_type_2,?,?
6270,Torsion_angle,Assembly_atom_ID_3,?,?
6280,Torsion_angle,Entity_assembly_ID_3,?,?
6290,Torsion_angle,Entity_ID_3,?,?
