Enumeration ID,Sf category,Tag
147,NMR_spectrometer_expt,_NMR_spec_expt.Sample_volume_units
148,NMR_spectrometer_expt,_NMR_spec_expt.NMR_tube_type
149,NMR_spectrometer_expt,_NMR_expt_systematic_name.Name
150,NMR_spectrometer_expt,_NMR_expt_systematic_name.Naming_system
151,NMR_spectrometer_expt,_NMR_experiment_file.Type
152,chem_shift_reference,_Chem_shift_reference.Proton_shifts_flag
153,chem_shift_reference,_Chem_shift_reference.Carbon_shifts_flag
154,chem_shift_reference,_Chem_shift_reference.Nitrogen_shifts_flag
155,chem_shift_reference,_Chem_shift_reference.Phosphorus_shifts_flag
156,chem_shift_reference,_Chem_shift_reference.Other_shifts_flag
157,chem_shift_reference,_Chem_shift_ref.Mol_common_name
158,chem_shift_reference,_Chem_shift_ref.Atom_group
159,chem_shift_reference,_Chem_shift_ref.Chem_shift_units
160,chem_shift_reference,_Chem_shift_ref.Ref_method
161,chem_shift_reference,_Chem_shift_ref.Ref_type
162,chem_shift_reference,_Chem_shift_ref.External_ref_loc
163,chem_shift_reference,_Chem_shift_ref.External_ref_sample_geometry
164,chem_shift_reference,_Chem_shift_ref.External_ref_axis
165,assigned_chemical_shifts,_Chem_shift_experiment.Experiment_name
166,assigned_chemical_shifts,_Chem_shift_experiment.Sample_state
167,assigned_chemical_shifts,_Systematic_chem_shift_offset.Type
168,assigned_chemical_shifts,_Systematic_chem_shift_offset.Atom_type
169,assigned_chemical_shifts,_Atom_chem_shift.Ambiguity_code
170,coupling_constants,_Coupling_constant_list.Spectrometer_frequency_1H
171,coupling_constants,_Coupling_constant_experiment.Experiment_name
172,coupling_constants,_Coupling_constant_experiment.Sample_state
173,spectral_peak_list,_Spectral_peak_list.Experiment_name
174,spectral_peak_list,_Peak_general_char.Measurement_method
175,spectral_peak_list,_Peak_char.Coupling_pattern
176,spectral_peak_list,_Spectral_transition_general_char.Measurement_method
177,resonance_linker,_Spin_system_link.Type
178,chem_shift_isotope_effect,_Isotope_effect_experiment.Experiment_name
179,chem_shift_isotope_effect,_Isotope_effect_experiment.Sample_state
180,chem_shift_interaction_diff,_Mol_interaction_diff_experiment.Experiment_name
181,chem_shift_interaction_diff,_Mol_interaction_diff_experiment.Sample_state
182,chem_shift_anisotropy,_Chem_shift_anisotropy.Val_units
183,chem_shift_anisotropy,_CS_anisotropy_experiment.Experiment_name
184,chem_shift_anisotropy,_CS_anisotropy_experiment.Sample_state
185,chem_shifts_calc_type,_Chem_shifts_calc_type.Calculation_level
186,chem_shifts_calc_type,_Chem_shifts_calc_type.Quantum_mechanical_method
187,chem_shifts_calc_type,_Chem_shifts_calc_type.Quantum_mechanical_theory_level
188,chem_shifts_calc_type,_Chem_shifts_calc_type.Chem_shift_nucleus
189,RDCs,_RDC_experiment.Experiment_name
190,RDCs,_RDC_experiment.Sample_state
191,dipolar_couplings,_Dipolar_coupling_experiment.Experiment_name
192,dipolar_couplings,_Dipolar_coupling_experiment.Sample_state
193,spectral_density_values,_Spectral_density_experiment.Experiment_name
194,spectral_density_values,_Spectral_density_experiment.Sample_state
195,other_data_types,_Other_data_experiment.Experiment_name
196,other_data_types,_Other_data_experiment.Sample_state
197,H_exch_rates,_H_exch_rate_list.Val_units
198,H_exch_rates,_H_exch_rate_experiment.Experiment_name
199,H_exch_rates,_H_exch_rate_experiment.Sample_state
200,H_exch_protection_factors,_H_exch_protection_fact_experiment.Experiment_name
201,H_exch_protection_factors,_H_exch_protection_fact_experiment.Sample_state
202,homonucl_NOEs,_Homonucl_NOE_list.Homonuclear_NOE_val_type
203,heteronucl_NOEs,_Heteronucl_NOE_list.Heteronuclear_NOE_val_type
204,heteronucl_NOEs,_Heteronucl_NOE_experiment.Experiment_name
205,heteronucl_NOEs,_Heteronucl_NOE_experiment.Sample_state
206,heteronucl_T1_relaxation,_Heteronucl_T1_list.T1_coherence_type
207,heteronucl_T1_relaxation,_Heteronucl_T1_list.T1_val_units
208,heteronucl_T1_relaxation,_Heteronucl_T1_experiment.Experiment_name
209,heteronucl_T1_relaxation,_Heteronucl_T1_experiment.Sample_state
210,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.T1rho_coherence_type
211,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.T1rho_val_units
212,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_list.Rex_units
213,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_experiment.Experiment_name
214,heteronucl_T1rho_relaxation,_Heteronucl_T1rho_experiment.Sample_state
215,heteronucl_T2_relaxation,_Heteronucl_T2_list.T2_coherence_type
216,heteronucl_T2_relaxation,_Heteronucl_T2_list.T2_val_units
217,heteronucl_T2_relaxation,_Heteronucl_T2_list.Rex_units
218,heteronucl_T2_relaxation,_Heteronucl_T2_experiment.Experiment_name
219,heteronucl_T2_relaxation,_Heteronucl_T2_experiment.Sample_state
220,dipole_dipole_relaxation,_Dipole_dipole_relax_list.Val_units
221,dipole_dipole_relaxation,_Dipole_dipole_relax_experiment.Experiment_name
222,dipole_dipole_relaxation,_Dipole_dipole_relax_experiment.Sample_state
223,dipole_dipole_cross_correlations,_Cross_correlation_DD_list.Val_units
224,dipole_dipole_cross_correlations,_Cross_correlation_DD_experiment.Experiment_name
225,dipole_dipole_cross_correlations,_Cross_correlation_DD_experiment.Sample_state
226,dipole_CSA_cross_correlations,_Cross_correlation_D_CSA_list.Val_units
227,dipole_CSA_cross_correlations,_Cross_correlation_D_CSA_experiment.Experiment_name
228,dipole_CSA_cross_correlations,_Cross_correlation_D_CSA_experiment.Sample_state
229,order_parameters,_Order_parameter_list.Tau_e_val_units
230,order_parameters,_Order_parameter_list.Tau_s_val_units
231,order_parameters,_Order_parameter_experiment.Experiment_name
232,order_parameters,_Order_parameter_experiment.Sample_state
233,pH_titration,_PH_titration_list.Expt_observed_param
234,pH_titration,_PH_titration_experiment.Experiment_name
235,pH_titration,_PH_titration_experiment.Sample_state
236,pH_param_list,_PH_param_list.Observed_NMR_param
237,D_H_fractionation_factors,_D_H_fract_factor_experiment.Experiment_name
238,D_H_fractionation_factors,_D_H_fract_factor_experiment.Sample_state
239,deduced_secd_struct_features,_Deduced_secd_struct_experiment.Experiment_name
240,deduced_secd_struct_features,_Deduced_secd_struct_experiment.Sample_state
241,deduced_hydrogen_bonds,_Deduced_H_bond_experiment.Experiment_name
242,deduced_hydrogen_bonds,_Deduced_H_bond_experiment.Sample_state
243,conformer_statistics,_Conformer_stat_list.Conformer_ensemble_only
244,conformer_statistics,_Conformer_stat_list.Both_ensemble_and_rep_conformer
245,conformer_statistics,_Conformer_stat_list.Representative_conformer_only
246,conformer_statistics,_Conformer_stat_list.Conformer_selection_criteria
247,conformer_statistics,_Conformer_stat_list.Rep_conformer_selection_criteria
248,conformer_statistics,_Conformer_stat_list_ens.Stats_not_available
249,conformer_statistics,_Conformer_stat_list_rep.Stats_not_available
250,conformer_family_coord_set,_Conformer_family_coord_set.Atom_site_uncertainty_desc
251,conformer_family_coord_set,_Conformer_family_refinement.Refine_method
252,conformer_family_coord_set,_Conformer_family_coord_set_expt.Experiment_name
253,conformer_family_coord_set,_Conformer_family_coord_set_expt.Sample_state
254,conformer_family_coord_set,_Local_structure_quality.Type
255,conformer_family_coord_set,_Model_type.Type
256,conformer_family_coord_set,_Atom_site.Ordered_flag
257,representative_conformer,_Representative_conformer.Type
258,representative_conformer,_Rep_conf_refinement.Refine_method
259,constraint_statistics,_Constraint_stat_list.Stats_not_available
260,constraint_statistics,_Constraint_stat_list.NOE_interproton_dist_evaluation
261,constraint_statistics,_Constraint_stat_list.NOE_pseudoatom_corrections
262,constraint_statistics,_Constraint_stat_list.NOE_dist_averaging_method
263,constraint_statistics,_Constraint_stat_list.ROE_interproton_dist_evaluation
264,constraint_statistics,_Constraint_stat_list.ROE_pseudoatom_corrections
265,constraint_statistics,_Constraint_stat_list.ROE_dist_averaging_method
266,constraint_statistics,_Constraint_stat_list.Dist_constr_violat_stat_calc_method
267,constraint_statistics,_Constraint_stat_list_ens.Constraint_stats_not_available
268,constraint_statistics,_Constraint_stat_list_rep.Constraint_stats_not_available
269,constraint_statistics,_Constraint_file.Constraint_type
270,constraint_statistics,_Constraint_file.Constraint_subtype
271,constraint_statistics,_Constraint_file.Constraint_subsubtype
272,force_constants,_Force_constant.Term
273,force_constants,_Force_constant.Units
274,distance_constraints,_Distance_constraint_list.Constraint_type
275,distance_constraints,_Dist_constr_software_setting.Type
276,distance_constraints,_Distance_constraint_expt.Experiment_name
277,distance_constraints,_Distance_constraint_expt.Sample_state
278,torsion_angle_constraints,_Torsion_angle_constraints_expt.Experiment_name
279,torsion_angle_constraints,_Torsion_angle_constraints_expt.Sample_state
280,RDC_constraints,_RDC_constraint_expt.Experiment_name
281,RDC_constraints,_RDC_constraint_expt.Sample_state
282,J_three_bond_constraints,_J_three_bond_constraint_expt.Experiment_name
283,J_three_bond_constraints,_J_three_bond_constraint_expt.Sample_state
284,CA_CB_chem_shift_constraints,_CA_CB_constraint_expt.Experiment_name
285,CA_CB_chem_shift_constraints,_CA_CB_constraint_expt.Sample_state
286,H_chem_shift_constraints,_H_chem_shift_constraint_expt.Experiment_name
287,H_chem_shift_constraints,_H_chem_shift_constraint_expt.Sample_state
288,other_constraints,_Other_constraint_expt.Experiment_name
289,other_constraints,_Other_constraint_expt.Sample_state
68,entry_information,_Contact_person.Family_title
68,entry_information,_Entry_author.Family_title
TBL_END,?,?
