Enumeration ID,Enum ordinal,Enum value,Enum value desc
368,3,directed,enumeration_text
368,4,disulfide,enumeration_text
368,5,ester,enumeration_text
368,6,ether,enumeration_text
368,7,hydrogen,enumeration_text
368,8,metal coordination,enumeration_text
368,9,peptide,enumeration_text
368,10,thioether,enumeration_text
368,11,oxime,enumeration_text
368,12,thioester,enumeration_text
368,13,phosphoester,enumeration_text
368,14,phosphodiester,enumeration_text
368,15,diselenide,enumeration_text
368,16,na,enumeration_text
115,1,sing,"single bond"
115,2,doub,"double bond"
115,3,trip,"triple bond"
115,4,quad,"quadruple bond"
115,5,arom,"aromatic bond"
115,6,poly,"polymeric bond"
115,7,delo,"delocalized double bond"
115,8,pi,"pi bond"
115,9,directed,"N ->O"
114,1,amide,enumeration_text
114,2,covalent,enumeration_text
114,3,directed,"N -> O"
114,4,disulfide,enumeration_text
114,5,ester,enumeration_text
114,6,ether,enumeration_text
114,7,hydrogen,enumeration_text
114,8,metal coordination,enumeration_text
114,9,peptide,enumeration_text
114,10,thioether,enumeration_text
114,11,oxime,enumeration_text
114,12,thioester,enumeration_text
114,13,phosphoester,enumeration_text
114,14,phosphodiester,enumeration_text
114,15,diselenide,enumeration_text
114,16,na,enumeration_text
387,1,isotropic,enumeration_text
387,2,anisotropic,enumeration_text
387,3,solid,enumeration_text
161,1,yes,enumeration_text
161,2,no,enumeration_text
160,1,yes,enumeration_text
160,2,no,enumeration_text
154,1,BMRB,enumeration_text
154,2,PDB,enumeration_text
154,3,PubChem,enumeration_text
158,1,yes,enumeration_text
158,2,no,enumeration_text
156,1,yes,enumeration_text
156,2,no,enumeration_text
157,1,ALATIS,enumeration_text
157,2,BMRB,enumeration_text
177,1,yes,enumeration_text
177,2,no,enumeration_text
178,1,yes,enumeration_text
178,2,no,enumeration_text
180,1,yes,enumeration_text
180,2,no,enumeration_text
185,1,yes,enumeration_text
185,2,no,enumeration_text
175,1,N,"atom is not a chiral center"
175,2,E,"(E)- alkene (German$ entgegen = opposite)"
175,3,Z,"(Z)- alkene (German$ zusammen = together)"
175,4,R,"rectus - right handed configuration"
175,5,S,"sinister - left handed configuration"
175,6,pro-R,"If substituted for a higher molecular weight entity will make the attached atom an R chiral center"
175,7,pro-S,"If substituted for a higher molecular weight entity will make the attached atom an S chiral center"
176,1,N,"atom is not a chiral center"
176,2,E,"(E)- alkene (German$ entgegen = opposite)"
176,3,Z,"(Z)- alkene (German$ zusammen = together)"
176,4,R,"rectus - right handed configuration"
176,5,S,"sinister - left handed configuration"
179,1,main,"main chain of an amino acid"
179,2,side,"side chain of an amino acid"
179,3,base,"base of a nucleic acid"
179,4,phos,"phosphate of a nucleic acid"
179,5,sugar,"sugar of a nucleic acid"
179,6,none,"not appropriate for this monomer"
171,1,ACD,"Advanced Chemistry Development"
171,2,OECHEM,"OpenEye OECHEM library"
171,3,CACTVS,"CACTVS program library"
171,4,DAYLIGHT,"Daylight program library"
171,5,OTHER,"Other program or library"
171,6,na,"not available"
170,1,SMILES_CANONICAL,"Canonical SMILES descriptor"
170,2,SMILES_ISOMERIC,"Isomeric SMILES descriptor"
170,3,SMILES,"SMILES descriptor"
170,4,InChI,"InChI descriptor"
170,5,InChI_MAIN,"InChI descriptor- main layer"
170,6,InChI_MAIN_FORMULA,"InChI descriptor- main layer - chemical formula sub-layer"
170,7,InChI_MAIN_CONNECT,"InChI descriptor- main layer - atom connection sub-layer"
170,8,InChI_MAIN_HATOM,"InChI descriptor- main layer - hydrogen atom sub-layer"
170,9,InChI_CHARGE,"InChI descriptor- charge layer"
170,10,InChI_STEREO,"InChI descriptor- stereochemical layer"
170,11,InChI_ISOTOPE,"InChI descriptor- isotopic layer"
170,12,InChI_FIXEDH,"InChI descriptor- fixed hydrogren layer"
170,13,InChI_RECONNECT,"InChI descriptor- reconnected layer"
173,1,OECHEM,"OpenEye OECHEM program"
173,2,DAYLIGHT,"Daylight program library"
173,3,ACD,"Advanced Chemistry Development Naming Program"
173,4,AUTONOM,"Belstein AutoNom Naming Program"
173,5,OTHER,"Other program or library"
172,1,COMMON NAME,"Common chemical name"
172,2,SYSTEMATIC NAME,"Systematic chemical name"
172,3,CAS REGISTRY NUMBER,"Chemical Abstracts Registry Number"
172,4,PUBCHEM Identifier,"PubChem accession number"
172,5,PUBCHEM CID,"PubChem compound identifier"
172,6,PUBCHEM SID,"PubChem substance identifier"
172,7,MDL Identifier,"Molecular Design Limited Identifier"
155,1,D-PEPTIDE LINKING,enumeration_text
155,2,L-PEPTIDE LINKING,enumeration_text
155,3,D-PEPTIDE NH3 AMINO TERMINUS,enumeration_text
155,4,L-PEPTIDE NH3 AMINO TERMINUS,enumeration_text
155,5,D-PEPTIDE COOH CARBOXY TERMINUS,enumeration_text
155,6,L-PEPTIDE COOH CARBOXY TERMINUS,enumeration_text
155,7,DNA LINKING,enumeration_text
155,8,RNA LINKING,enumeration_text
155,9,L-RNA LINKING,enumeration_text
155,10,L-DNA LINKING,enumeration_text
155,11,DNA OH 5 PRIME TERMINUS,enumeration_text
155,12,RNA OH 5 PRIME TERMINUS,enumeration_text
155,13,DNA OH 3 PRIME TERMINUS,enumeration_text
155,14,RNA OH 3 PRIME TERMINUS,enumeration_text
155,15,D-SACCHARIDE 1$4 AND 1$4 LINKING,enumeration_text
155,16,L-SACCHARIDE 1$4 AND 1$4 LINKING,enumeration_text
155,17,D-SACCHARIDE 1$4 AND 1$6 LINKING,enumeration_text
155,18,L-SACCHARIDE 1$4 AND 1$6 LINKING,enumeration_text
155,19,L-SACCHARIDE,enumeration_text
155,20,D-SACCHARIDE,enumeration_text
155,21,SACCHARIDE,enumeration_text
155,22,NON-POLYMER,enumeration_text
155,23,PEPTIDE LINKING,enumeration_text
155,24,PEPTIDE-LIKE,enumeration_text
155,25,L-GAMMA-PEPTIDE$ C-DELTA LINKING,enumeration_text
155,26,D-GAMMA-PEPTIDE$ C-DELTA LINKING,enumeration_text
155,27,L-BETA-PEPTIDE$ C-GAMMA LINKING,enumeration_text
155,28,D-BETA-PEPTIDE$ C-GAMMA LINKING,enumeration_text
155,29,OTHER,enumeration_text
166,1,Sigma,enumeration_text
166,2,Aldrich,enumeration_text
166,3,Sigma/Aldrich,enumeration_text
183,1,yes,"Yes - an aromatic bond"
183,2,no,"No  - not an aromatic bond"
184,1,E,"zusammen for together"
184,2,Z,"entgegen for opposite"
184,3,N,"none"
181,1,amide,enumeration_text
181,2,covalent,enumeration_text
181,3,directed,enumeration_text
181,4,disulfide,enumeration_text
181,5,ester,enumeration_text
181,6,ether,enumeration_text
181,7,hydrogen,enumeration_text
181,8,metal coordination,enumeration_text
181,9,peptide,enumeration_text
181,10,thioether,enumeration_text
182,1,SING,"single bond"
182,2,DOUB,"double bond"
182,3,TRIP,"triple bond"
182,4,QUAD,"quadruple bond"
182,5,AROM,"aromatic bond"
182,6,POLY,"polymeric bond"
182,7,DELO,"delocalized double bond"
182,8,PI,"pi bond"
182,9,DIRECTED,"N ->O"
167,1,abbreviation,enumeration_text
167,2,name,enumeration_text
167,3,na,"not available"
159,1,5+,enumeration_text
159,2,4+,enumeration_text
159,3,3+,enumeration_text
159,4,2+,enumeration_text
159,5,1+,enumeration_text
159,6,0,enumeration_text
159,7,1-,enumeration_text
159,8,2-,enumeration_text
159,9,3-,enumeration_text
159,10,4-,enumeration_text
159,11,5-,enumeration_text
162,1,gif,enumeration_text
162,2,jpeg,enumeration_text
162,3,pdf,enumeration_text
162,4,png,enumeration_text
162,5,ps,enumeration_text
162,6,tiff,enumeration_text
162,7,not applicable,enumeration_text
164,1,yes,enumeration_text
164,2,no,enumeration_text
163,1,yes,enumeration_text
163,2,no,enumeration_text
165,1,EBI,enumeration_text
165,2,MSD,enumeration_text
165,3,PDBE,enumeration_text
165,4,PDBJ,enumeration_text
165,5,RCSB,enumeration_text
174,1,IUPAC,enumeration_text
174,2,CAS name,enumeration_text
174,3,CAS registry number,enumeration_text
174,4,BMRB,enumeration_text
174,5,One letter code,enumeration_text
174,6,Three letter code,enumeration_text
174,7,Beilstein,enumeration_text
174,8,Lignin abbreviation,enumeration_text
265,1,ppm,enumeration_text
265,2,ppb,enumeration_text
238,1,isotropic,enumeration_text
238,2,anisotropic,enumeration_text
231,1,methyl carbon,enumeration_text
231,2,methyl carbons,enumeration_text
231,3,methyl protons,enumeration_text
231,4,methylene protons,enumeration_text
231,5,nitrogen,enumeration_text
231,6,phosphorus,enumeration_text
231,7,protons,enumeration_text
232,1,ppm,"parts per million"
232,2,Hz,Hertz
232,3,MHz,"megahertz"
232,4,na,"not available"
237,1,parallel,enumeration_text
237,2,perpendicular,enumeration_text
237,3,magic angle,enumeration_text
237,4,na,enumeration_text
235,1,insert at center of experimental sample tube,enumeration_text
235,2,insert at outer edge of experimental sample tube,enumeration_text
235,3,insert at center of a separate sample tube,enumeration_text
235,4,insert at outer edge of a separate sample tube,enumeration_text
235,5,separate tube (no insert) similar to the experimental sample tube,enumeration_text
235,6,separate tube (no insert) not similar to the experimental sample tube,enumeration_text
235,7,other,enumeration_text
236,1,cylindrical,enumeration_text
236,2,spherical,enumeration_text
236,3,other,enumeration_text
230,1,DSS,"H; C; and N methyl protons"
230,2,TSP,"H; C; and N methyl protons"
230,3,water,"H protons"
230,4,DMSO,"H methyl protons"
230,5,DMSO-d5,"H methyl proton"
230,6,DMSO-d6,"H methyl deuterons"
230,7,methanol,"H methyl protons"
230,8,TMS,"H methyl protons"
230,9,acetate,"C methyl carbon"
230,10,dioxane,"C methylene carbons"
230,11,ammonium chloride,"N ammonium nitrogen"
230,12,[15N] ammonium chloride,"N ammonium nitrogen"
230,13,ammonium hydroxide,"N ammonium nitrogen"
230,14,ammonium nitrate,"N ammonium nitrogen"
230,15,[15N] ammonium nitrate,"N ammonium nitrogen"
230,16,[15N$ 15N] ammonium nitrate,"N ammonium nitrogen"
230,17,ammonium nitrite,"N ammonium nitrogen"
230,18,ammonium sulfate,"N ammonium nitrogen"
230,19,[15N] ammonium sulfate,"N ammonium nitrogen"
230,20,liquid anhydrous ammonia,"N ammonium nitrogen"
230,21,formamide,"N ammonium nitrogen"
230,22,nitric acid,enumeration_text
230,23,[15N] nitric acid,"N nitrogen"
230,24,nitromethane,"N nitro group"
230,25,[15N] nitromethane,"N nitro group"
230,26,urea,"N nitrogen"
230,27,phosphoric acid,"P phosphate"
230,28,phosphoric acid (85%),"P phosphate"
230,29,TMP,"P phosphate"
230,30,cadmium perchlorate,"Cd cadmium"
230,31,adamantane,enumeration_text
230,32,DMPC,enumeration_text
230,33,HFIP,enumeration_text
230,34,TFA,enumeration_text
230,35,TFE,enumeration_text
230,36,TFE-d2,enumeration_text
230,37,TMPS,enumeration_text
230,38,TMSPA,enumeration_text
230,39,TSP-d4,enumeration_text
230,40,TSPA,enumeration_text
230,41,borate,enumeration_text
230,42,glucose,enumeration_text
230,43,hexamethylbenzene,enumeration_text
230,44,methyl iodide,enumeration_text
230,45,p-dioxane,enumeration_text
230,46,sodium acetate,enumeration_text
230,47,sodium phosphate,enumeration_text
230,48,suberic acid bis,enumeration_text
230,49,trichlorofluoromethane,enumeration_text
230,50,na,enumeration_text
233,1,internal,enumeration_text
233,2,external,enumeration_text
233,3,na,enumeration_text
234,1,direct,enumeration_text
234,2,indirect,enumeration_text
226,1,no,enumeration_text
226,2,yes,enumeration_text
226,3,yes with IUPAC referencing,enumeration_text
227,1,no,enumeration_text
227,2,yes,enumeration_text
227,3,yes with IUPAC referencing,enumeration_text
229,1,no,enumeration_text
229,2,yes,enumeration_text
228,1,no,enumeration_text
228,2,yes,enumeration_text
228,3,yes with IUPAC referencing,enumeration_text
225,1,no,enumeration_text
225,2,yes,enumeration_text
225,3,yes with IUPAC referencing,enumeration_text
242,1,empirical,enumeration_text
242,2,ab initio,enumeration_text
242,3,semi-empirical,enumeration_text
245,1,1H,enumeration_text
245,2,13C,enumeration_text
245,3,15N,enumeration_text
245,4,31P,enumeration_text
243,1,GIAO,"Gauge-Independent Atomic Orbital"
243,2,IGLO,enumeration_text
243,3,CSGT,"Continuous Set of Gauge Transformations"
244,1,B3LYP,enumeration_text
244,2,MP2,enumeration_text
168,1,alcohol,enumeration_text
168,2,aldehyde,enumeration_text
168,3,alkyne,enumeration_text
168,4,alkene,enumeration_text
168,5,alkane,enumeration_text
168,6,amide,enumeration_text
168,7,carboxylic acid,enumeration_text
168,8,ester,enumeration_text
168,9,ether,enumeration_text
168,10,ketone,enumeration_text
168,11,amine,enumeration_text
168,12,nitrile,enumeration_text
168,13,primary amine,enumeration_text
168,14,secondary amine,enumeration_text
168,15,teritary amine,enumeration_text
168,16,thiol,enumeration_text
168,17,three carbon ring,enumeration_text
168,18,four carbon ring,enumeration_text
168,19,five carbon ring,enumeration_text
168,20,six carbon ring,enumeration_text
168,21,seven carbon ring,enumeration_text
168,22,eight carbon ring,enumeration_text
168,23,three member heterocycle,enumeration_text
168,24,four member heterocycle,enumeration_text
168,25,five member heterocycle,enumeration_text
168,26,six member heterocycle,enumeration_text
168,27,seven member heterocycle,enumeration_text
168,28,eight member heterocycle,enumeration_text
168,29,benzyl group,enumeration_text
168,30,phenyl group,enumeration_text
168,31,phenol,enumeration_text
168,32,imidazole,enumeration_text
168,33,beta lactam,enumeration_text
168,34,methyl,enumeration_text
168,35,methylene,enumeration_text
169,1,linkage,enumeration_text
169,2,chemical fragment,enumeration_text
169,3,functional group,enumeration_text
97,1,entry citation,enumeration_text
97,2,reference citation,enumeration_text
100,1,Not known,enumeration_text
100,2,Arch. Biochem. Biophys.,enumeration_text
100,3,Biochemistry,enumeration_text
100,4,Biochem. Biophys. Res. Commun.,enumeration_text
100,5,Biochem. J.,enumeration_text
100,6,Biochim. Biophys. Acta,enumeration_text
100,7,Biomol. NMR Assignments,enumeration_text
100,8,Biophys. J.,enumeration_text
100,9,Biopolymers,enumeration_text
100,10,Cell,enumeration_text
100,11,EMBO J.,enumeration_text
100,12,Eur. J. Biochem.,enumeration_text
100,13,FEBS Lett.,enumeration_text
100,14,Inorg. Chem.,enumeration_text
100,15,Int. J. Pept. Protein Res.,enumeration_text
100,16,J. Am. Chem. Soc.,enumeration_text
100,17,J. Biochem.,enumeration_text
100,18,J. Biol. Chem.,enumeration_text
100,19,J. Biol. Inorg. Chem.,enumeration_text
100,20,J. Biomol. NMR,enumeration_text
100,21,J. Biomol. Struct. Dyn.,enumeration_text
100,22,J. Inorg. Biochem.,enumeration_text
100,23,J. Magn. Reson.,enumeration_text
100,24,J. Mol. Biol.,enumeration_text
100,25,J. Pept. Res.,enumeration_text
100,26,J. Protein Chem.,enumeration_text
100,27,Mol. Cell,enumeration_text
100,28,Nature,enumeration_text
100,29,Nat. Struct. Biol.,enumeration_text
100,30,Nucleic Acids Res.,enumeration_text
100,31,Proc. Natl. Acad. Sci. U.S.A.,enumeration_text
100,32,Protein Eng.,enumeration_text
100,33,Proteins,enumeration_text
100,34,Protein Sci.,enumeration_text
100,35,Proteins: Struct. Funct. Genet.,enumeration_text
100,36,RNA,enumeration_text
100,37,Science,enumeration_text
100,38,Structure,enumeration_text
100,39,Structure (Cambridge$ MA$ U.S.),enumeration_text
98,1,in preparation,enumeration_text
98,2,submitted,enumeration_text
98,3,in press,enumeration_text
98,4,published,enumeration_text
98,5,retracted,enumeration_text
98,6,na,enumeration_text
99,1,journal,enumeration_text
99,2,book,enumeration_text
99,3,book chapter,enumeration_text
99,4,thesis,enumeration_text
99,5,abstract,enumeration_text
99,6,personal communication,enumeration_text
99,7,internet,enumeration_text
99,8,BMRB only,enumeration_text
99,9,other publication,enumeration_text
101,1,Sr.,Senior
101,2,Jr.,Junior
101,3,I,First
101,4,II,Second
101,5,III,Third
101,6,IV,Fourth
101,7,V,Fifth
102,1,Sr.,Senior
102,2,Jr.,Junior
102,3,I,First
102,4,II,Second
102,5,III,Third
102,6,IV,Fourth
102,7,V,Fifth
345,1,DGSA-distance geometry simulated annealing,enumeration_text
345,2,distance geometry,enumeration_text
345,3,simulated annealing,enumeration_text
345,4,molecular dynamics,enumeration_text
345,5,matrix relaxation,enumeration_text
345,6,torsion angle dynamics,enumeration_text
345,7,na,enumeration_text
346,1,isotropic,enumeration_text
346,2,anisotropic,enumeration_text
346,3,solid,enumeration_text
340,1,yes,enumeration_text
340,2,no,enumeration_text
338,1,yes,enumeration_text
338,2,no,enumeration_text
339,1,yes,enumeration_text
339,2,no,enumeration_text
341,1,all calculated structures submitted,enumeration_text
341,2,back calculated data agree with experimental NOESY spectrum,enumeration_text
341,3,structures with the lowest energy,enumeration_text
341,4,structures with the least restraint violations,enumeration_text
341,5,structures with acceptable covalent geometry,enumeration_text
341,6,structures with favorable non-bond energy,enumeration_text
341,7,target function,enumeration_text
342,1,closest to the average,enumeration_text
342,2,lowest energy,enumeration_text
342,3,fewest violations,enumeration_text
342,4,minimized average structure,enumeration_text
343,1,yes,enumeration_text
343,2,no,enumeration_text
344,1,yes,enumeration_text
344,2,no,enumeration_text
363,1,Not applicable,enumeration_text
363,2,NOE,enumeration_text
363,3,NOE buildup,enumeration_text
363,4,NOE not seen,enumeration_text
363,5,general distance,enumeration_text
363,6,alignment tensor,enumeration_text
363,7,chirality,enumeration_text
363,8,prochirality,enumeration_text
363,9,disulfide bond,enumeration_text
363,10,hydrogen bond,enumeration_text
363,11,symmetry,enumeration_text
363,12,ROE,enumeration_text
363,13,peptide,enumeration_text
363,14,ring,enumeration_text
363,15,PRE,enumeration_text
362,1,distance,enumeration_text
362,2,dipolar coupling,enumeration_text
362,3,protein dihedral angle,enumeration_text
362,4,nucleic acid dihedral angle,enumeration_text
362,5,coupling constant,enumeration_text
362,6,chemical shift,enumeration_text
362,7,other angle,enumeration_text
362,8,chemical shift anisotropy,enumeration_text
362,9,hydrogen exchange,enumeration_text
362,10,line broadening,enumeration_text
362,11,pseudocontact shift,enumeration_text
362,12,intervector projection angle,enumeration_text
362,13,protein peptide planarity,enumeration_text
362,14,protein other kinds of constraints,enumeration_text
362,15,nucleic acid base planarity,enumeration_text
362,16,nucleic acid other kinds of constraints,enumeration_text
364,1,ambi,enumeration_text
364,2,simple,enumeration_text
360,1,yes,enumeration_text
360,2,no,enumeration_text
359,1,calculated over all distance constraints,enumeration_text
359,2,calculated for distance violations only,enumeration_text
353,1,Tryptophan ring proton NOE intensities,enumeration_text
353,2,Glycine alpha proton NOE intensities,enumeration_text
354,1,yes,enumeration_text
354,2,no,enumeration_text
355,1,r-6,enumeration_text
355,2,r-3,enumeration_text
355,3,sum,enumeration_text
355,4,center,enumeration_text
356,1,Tryptophan ring proton NOE intensities,enumeration_text
356,2,Glycine alpha proton NOE intensities,enumeration_text
357,1,yes,enumeration_text
357,2,no,enumeration_text
358,1,r-6,enumeration_text
358,2,r-3,enumeration_text
358,3,sum,enumeration_text
358,4,center,enumeration_text
361,1,yes,enumeration_text
361,2,no,enumeration_text
352,1,yes,enumeration_text
352,2,no,enumeration_text
82,1,Sr.,Senior
82,2,Jr.,Junior
82,3,I,First
82,4,II,Second
82,5,III,Third
82,6,IV,Fourth
82,7,V,Fifth
81,1,Dr.,enumeration_text
81,2,Prof.,enumeration_text
81,3,Mr.,enumeration_text
81,4,Ms.,enumeration_text
81,5,Mrs.,enumeration_text
84,1,academic,enumeration_text
84,2,commercial,enumeration_text
84,3,government,enumeration_text
84,4,other,enumeration_text
83,1,principal investigator,enumeration_text
83,2,responsible scientist,enumeration_text
83,3,investigator,enumeration_text
247,1,isotropic,enumeration_text
247,2,anisotropic,enumeration_text
247,3,solid,enumeration_text
246,1,400,enumeration_text
246,2,500,enumeration_text
246,3,600,enumeration_text
246,4,700,enumeration_text
246,5,750,enumeration_text
246,6,800,enumeration_text
246,7,850,enumeration_text
246,8,900,enumeration_text
246,9,920,enumeration_text
246,10,950,enumeration_text
246,11,1000,enumeration_text
321,1,isotropic,enumeration_text
321,2,anisotropic,enumeration_text
321,3,solid,enumeration_text
320,1,s-1,enumeration_text
320,2,ms-1,enumeration_text
320,3,us-1,enumeration_text
323,1,isotropic,enumeration_text
323,2,anisotropic,enumeration_text
323,3,solid,enumeration_text
322,1,s-1,enumeration_text
322,2,ms-1,enumeration_text
322,3,us-1,enumeration_text
325,1,isotropic,enumeration_text
325,2,anisotropic,enumeration_text
325,3,solid,enumeration_text
324,1,s-1,enumeration_text
324,2,ms-1,enumeration_text
324,3,us-1,enumeration_text
266,1,isotropic,enumeration_text
266,2,anisotropic,enumeration_text
266,3,solid,enumeration_text
90,1,assigned_chemical_shifts,enumeration_text
90,2,theoretical_chem_shifts,enumeration_text
90,3,chemical_rates,enumeration_text
90,4,coupling_constants,enumeration_text
90,5,theoretical_coupling_constants,enumeration_text
90,6,spectral_peak_list,enumeration_text
90,7,other_data_list,enumeration_text
90,8,RDCs,enumeration_text
90,9,order_parameters,enumeration_text
90,10,dipolar_couplings,enumeration_text
90,11,spectral_density_values,enumeration_text
90,12,H_exch_rates,enumeration_text
90,13,H_exch_protection_factors,enumeration_text
90,14,pKa_value_data_set,enumeration_text
90,15,pH_NMR_param_list,enumeration_text
90,16,binding_constants,enumeration_text
90,17,D_H_fractionation_factors,enumeration_text
90,18,molecular_axis_determinations,enumeration_text
90,19,deduced_secd_struct_features,enumeration_text
90,20,deduced_hydrogen_bonds,enumeration_text
90,21,representative_conformer,enumeration_text
90,22,conformer_family_coord_set,enumeration_text
90,23,general_relaxation,enumeration_text
90,24,heteronucl_T1_relaxation,enumeration_text
90,25,theoretical_heteronucl_T1_relaxation,enumeration_text
90,26,heteronucl_T1rho_relaxation,enumeration_text
90,27,heteronucl_T2_relaxation,enumeration_text
90,28,theoretical_heteronucl_T2_relaxation,enumeration_text
90,29,heteronucl_NOEs,enumeration_text
90,30,theoretical_heteronucl_NOEs,enumeration_text
90,31,homonucl_NOEs,enumeration_text
90,32,dipole_dipole_relaxation,enumeration_text
90,33,dipole_dipole_cross_correlations,enumeration_text
90,34,theoretical_dipole_dipole_cross_correlations,enumeration_text
90,35,CSA_CSA_cross_correlation_relaxation,enumeration_text
90,36,dipole_CSA_cross_correlation_relaxation,enumeration_text
91,1,1H chemical shifts,enumeration_text
91,2,2H chemical shifts,enumeration_text
91,3,3H chemical shifts,enumeration_text
91,4,13C chemical shifts,enumeration_text
91,5,15N chemical shifts,enumeration_text
91,6,31P chemical shifts,enumeration_text
91,7,111Cd chemical shifts,enumeration_text
91,8,113Cd chemical shifts,enumeration_text
91,9,theoretical 1H chemical shifts,enumeration_text
91,10,theoretical 13C chemical shifts,enumeration_text
91,11,theoretical 15N chemical shifts,enumeration_text
91,12,chemical rates,enumeration_text
91,13,coupling constants,enumeration_text
91,14,theoretical coupling constants,enumeration_text
91,15,chemical shift isotope effects,enumeration_text
