Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
430,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Time_index_dim7,N,,INTEGER,,N,,,,,Y,,0,N,N,N,?,Schedule,Time_index_dim7,int,The time indel for the spectral dimension. Multiply by the FID_sampling_base to derive the time_multiplier,?
440,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Time_value_dim7,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Schedule,Time_value_dim7,float,The time values used for the defined dimension.,?
450,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Quadrature_index_dim7,N,,INTEGER,,N,,,,,Y,,?,N,N,N,?,Schedule,Quadrature_index_dim7,int,The quadrature indel for the spectral dimension. Multiply by FID_sampling_base to derive the quadrature multiplier.,?
460,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Quadrature_value_dim7,N,,FLOAT,,N,,,,,Y,,90,N,N,N,?,Schedule,Quadrature_value_dim7,float,The quadrature values used for the defined dimension.,?
470,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Time_index_dim8,N,,INTEGER,,N,,,,,Y,,0,N,N,N,?,Schedule,Time_index_dim8,int,The time indel for the spectral dimension. Multiply by the FID_sampling_base to derive the time_multiplier,?
480,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Time_value_dim8,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Schedule,Time_value_dim8,float,The time values used for the defined dimension.,?
490,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Quadrature_index_dim8,N,,INTEGER,,N,,,,,Y,,?,N,N,N,?,Schedule,Quadrature_index_dim8,int,The quadrature indel for the spectral dimension. Multiply by FID_sampling_base to derive the quadrature multiplier.,?
500,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Quadrature_value_dim8,N,,FLOAT,,N,,,,,Y,,90,N,N,N,?,Schedule,Quadrature_value_dim8,float,The quadrature values used for the defined dimension.,?
510,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Transient_count,N,,INTEGER,,N,,,,,Y,,16,N,N,N,?,Schedule,Transient_count,int,Number of repeated scans (transients) in the recorded FID,?
520,FID_sampling,4,experimental_details,20,Schedule,_Schedule.FID_weight,N,,FLOAT,,N,,,,,Y,,1,N,N,N,?,Schedule,FID_weight,float,Arbitrary weighting of FID,?
530,FID_sampling,4,experimental_details,20,Schedule,_Schedule.Gap_schedule_dim1,N,,line,,N,,,,,Y,,gapScheduleA,N,N,N,?,Schedule,Gap_schedule_dim1,line,A pointer to '_Gap_schedule.Name',?
540,FID_sampling,4,experimental_details,20,Schedule,_Schedule.FID_sampling_ID,N,,INTEGER,,N,,,FID_sampling,ID,Y,,2,N,N,N,?,Schedule,FID_sampling_ID,int,Pointer to 'FID_sampling.ID',?
550,FID_sampling,4,experimental_details,20,Quadrature_value_ordered_list,_Quadrature_value_ordered_list.Dim2,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,ip,N,N,N,?,Quadrature_value_ordered_list,Dim2,line,List of values defiining the quadrature used for the spectral dimension 2.,?
560,FID_sampling,4,experimental_details,20,Quadrature_value_ordered_list,_Quadrature_value_ordered_list.Dim3,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,ip,N,N,N,?,Quadrature_value_ordered_list,Dim3,line,List of values defiining the quadrature used for the spectral dimension 2.,?
570,FID_sampling,4,experimental_details,20,Quadrature_value_ordered_list,_Quadrature_value_ordered_list.Dim4,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,ip,N,N,N,?,Quadrature_value_ordered_list,Dim4,line,List of values defiining the quadrature used for the spectral dimension 2.,?
580,FID_sampling,4,experimental_details,20,Quadrature_value_ordered_list,_Quadrature_value_ordered_list.Dim5,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,ip,N,N,N,?,Quadrature_value_ordered_list,Dim5,line,List of values defiining the quadrature used for the spectral dimension 2.,?
590,FID_sampling,4,experimental_details,20,Quadrature_value_ordered_list,_Quadrature_value_ordered_list.Dim6,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,ip,N,N,N,?,Quadrature_value_ordered_list,Dim6,line,List of values defiining the quadrature used for the spectral dimension 2.,?
600,FID_sampling,4,experimental_details,20,Quadrature_value_ordered_list,_Quadrature_value_ordered_list.Dim7,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,ip,N,N,N,?,Quadrature_value_ordered_list,Dim7,line,List of values defiining the quadrature used for the spectral dimension 2.,?
610,FID_sampling,4,experimental_details,20,Quadrature_value_ordered_list,_Quadrature_value_ordered_list.Dim8,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,ip,N,N,N,?,Quadrature_value_ordered_list,Dim8,line,List of values defiining the quadrature used for the spectral dimension 2.,?
620,FID_sampling,4,experimental_details,20,Time_value_ordered_list,_Time_value_ordered_list.Dim2,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Time_value_ordered_list,Dim2,float,A list of time values to be applied in defined spectral dimension.,?
630,FID_sampling,4,experimental_details,20,Time_value_ordered_list,_Time_value_ordered_list.Dim3,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Time_value_ordered_list,Dim3,float,A list of time values to be applied in defined spectral dimension.,?
640,FID_sampling,4,experimental_details,20,Time_value_ordered_list,_Time_value_ordered_list.Dim4,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Time_value_ordered_list,Dim4,float,A list of time values to be applied in defined spectral dimension.,?
650,FID_sampling,4,experimental_details,20,Time_value_ordered_list,_Time_value_ordered_list.Dim5,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Time_value_ordered_list,Dim5,float,A list of time values to be applied in defined spectral dimension.,?
660,FID_sampling,4,experimental_details,20,Time_value_ordered_list,_Time_value_ordered_list.Dim6,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Time_value_ordered_list,Dim6,float,A list of time values to be applied in defined spectral dimension.,?
670,FID_sampling,4,experimental_details,20,Time_value_ordered_list,_Time_value_ordered_list.Dim7,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Time_value_ordered_list,Dim7,float,A list of time values to be applied in defined spectral dimension.,?
680,FID_sampling,4,experimental_details,20,Time_value_ordered_list,_Time_value_ordered_list.Dim8,N,,FLOAT,,N,,,,,Y,,?,N,N,N,?,Time_value_ordered_list,Dim8,float,A list of time values to be applied in defined spectral dimension.,?
690,FID_sampling,4,experimental_details,20,AuxA,_AuxA.Ordered_list,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,0.4,N,N,N,?,AuxA,Ordered_list,float,?,?
700,FID_sampling,4,experimental_details,20,AuxB,_AuxB.Ordered_list,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,0.4,N,N,N,?,AuxB,Ordered_list,float,?,?
710,FID_sampling,4,experimental_details,20,Gap_schedule,_Gap_schedule.Name,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,gapScheduleA,N,N,N,?,Gap_schedule,Name,line,Name assigned to a gap schedule for spectral dimension 1.,?
720,FID_sampling,4,experimental_details,20,Gap_schedule,_Gap_schedule.Ordinal,N,,INTEGER,NOT NULL,N,,,,,Y,,1,N,N,N,?,Gap_schedule,Ordinal,int,An ordered integer value that defines the order for the gap in the schedule.,?
730,FID_sampling,4,experimental_details,20,Gap_schedule,_Gap_schedule.Time_point_start,N,,INTEGER,NOT NULL,N,,,,,Y,,255,N,N,N,?,Gap_schedule,Time_point_start,int,First data point in the FID for the specified gap.,?
740,FID_sampling,4,experimental_details,20,Gap_schedule,_Gap_schedule.Time_point_end,N,,INTEGER,NOT NULL,N,,,,,Y,,300,N,N,N,?,Gap_schedule,Time_point_end,int,Last data point in the FID for the specified gap.,?
750,NMR_spectrometer_expt,4,experimental_details,30,NMR experiment description,_NMR_spec_expt.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,,?,N,Y,N,?,NMR_spec_expt,Sf_category,code,Category assigned to the information in the save frame.,?
760,NMR_spectrometer_expt,4,experimental_details,30,NMR experiment description,_NMR_spec_expt.ID,N,,INTEGER,NOT NULL,N,Y,,,,N,,1,N,N,N,1,NMR_spec_expt,ID,int,A unique identifier for the NMR spectrometer experiment save frame.,?
770,NMR_spectrometer_expt,4,experimental_details,30,NMR experiment description,_NMR_spec_expt.Name,N,,VARCHAR(127),NOT NULL,N,,,,,N,,HNCO; 1H15N HSQC,N,N,N,?,NMR_spec_expt,Name,line,A commonly used name for the NMR experiment found in the literature.,?
780,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Name,N,,VARCHAR(127),NOT NULL,N,,Y,,,Y,,1H15N_HSQC,N,N,N,?,NMR_experiment_file,Name,line,The name of the file containing information relevant to the NMR experiment.  Multiple files can be listed.  These files might include the time-domain (raw) data for the NMR experiment$ the pulse sequence for the experiment$ and parameters for acquiring and processing the data.,?
790,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Type,Y,N,VARCHAR(127),NOT NULL,N,,,,,Y,,NMR experiment directory,N,N,N,?,NMR_experiment_file,Type,line,The type of time-domain file being deposited.,?
800,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Directory_path,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,Directory_path,text,The directory path within the BMRB archive that must be followed to locate listed NMR experiment file.,?
810,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Byte_order,Y,Y,VARCHAR(31),,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,Byte_order,line,How the bytes (usually 4$ but sometimes 3$ for example on AM spectrometers) are arranged.  Depends on the computer platform employed.,?
820,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Bytes_per_data_point,N,,INTEGER,,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,Bytes_per_data_point,int,Number of bytes per data point.  Most Sun$ SGI$ and Linux systems use 4 bytes ( of 8 bits each yielding a total of 32 bits) per point.,?
830,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.File_header_size,N,,INTEGER,,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,File_header_size,int,Size in bytes of the file header associated with the raw unprocessed data.,?
840,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Record_header_size,N,,INTEGER,,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,Record_header_size,int,Size in bytes of the record header within the NMR experiment file.,?
850,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Record_trailer_size,N,,INTEGER,,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,Record_trailer_size,int,Size in bytes of the record trailer within the NMR experiment file.,?
860,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Compression_algorithm,Y,N,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,Compression_algorithm,line,Algorithm used to compress the NMR experiment file.,?
870,NMR_spectrometer_expt,4,experimental_details,30,NMR timedomain data and other files,_NMR_experiment_file.Details,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,NMR_experiment_file,Details,text,Additional information regarding the time-domain (raw) data file for this NMR experiment.,?
880,NMR_spectrometer_expt,4,experimental_details,30,Schedule_table_data_org,_Schedule_table_data_org.Param_ordinal,N,,INTEGER,,N,,,,,Y,,1,N,N,N,?,Schedule_table_data_org,Param_ordinal,int,A integer value that defines the place in the schedule for the specified parameter.,?
890,NMR_spectrometer_expt,4,experimental_details,30,Schedule_table_data_org,_Schedule_table_data_org.Param_tag,N,,VARCHAR(127),,N,,,,,Y,,‘_Schedule.Time_index_dim2’,N,N,N,?,Schedule_table_data_org,Param_tag,line,The parameter tag that defines the parameter that has the specified place in the schedule table.,?
900,NMR_spectrometer_expt,4,experimental_details,30,Spectral_param,_Spectral_param.Dim,N,,INTEGER,NOT NULL,N,,Y,,,Y,,1,N,N,N,?,Spectral_param,Dim,int,The spectral dimension where the parameter operates.,?
910,NMR_spectrometer_expt,4,experimental_details,30,Spectral_param,_Spectral_param.Set_ID,N,,INTEGER,NOT NULL,N,,Y,,,Y,,3,N,N,N,?,Spectral_param,Set_ID,int,A unique identifier for a set of parameters that in some way related.,?
920,NMR_spectrometer_expt,4,experimental_details,30,Spectral_param,_Spectral_param.Parameter,Y,N,VARCHAR(127),NOT NULL,N,,Y,,,Y,,spectral_width_Hz,N,N,N,?,Spectral_param,Parameter,line,Name for a spectral parameter.,?
930,NMR_spectrometer_expt,4,experimental_details,30,Spectral_param,_Spectral_param.Value,N,,VARCHAR(127),,N,,,,,Y,,5000,N,N,N,?,Spectral_param,Value,line,The value for the specified parameter. This value could be of a variety of data types (e.g. integer, float, ASCII text, etc.),?
940,NMR_spectrometer_expt,4,experimental_details,30,Submatrix,_Submatrix.Dim,N,,INTEGER,NOT NULL,N,,,,,Y,,1,N,N,N,?,Submatrix,Dim,int,The spectral dimension for the submatrix data point number.,?
950,NMR_spectrometer_expt,4,experimental_details,30,Submatrix,_Submatrix.Size,N,,INTEGER,NOT NULL,N,,,,,Y,,64,N,N,N,?,Submatrix,Size,int,The number of data points for the submatrix spectral dimension.,?
960,sample_schedule_analysis,4,experimental_details,40,Sample_schedule_analysis,_Sample_schedule_analysis.Sf_category,N,,VARCHAR(127),,N,,,,,N,,sample_schedule_analysis,N,Y,N,?,Sample_schedule_analysis,Sf_category,line,Category assigned to the information in the save frame.,?
970,sample_schedule_analysis,4,experimental_details,40,Sample_schedule_analysis,_Sample_schedule_analysis.ID,N,,INTEGER,,N,,Y,,,N,,1,N,N,N,?,Sample_schedule_analysis,ID,int,A value that uniquely identifies the sample schedule analysis save frame.,?
980,sample_schedule_analysis,4,experimental_details,40,Sample_schedule_analysis,_Sample_schedule_analysis.FID_sampling_ID,N,,INTEGER,,N,,,FID_sampling,ID,N,,1,N,N,N,?,Sample_schedule_analysis,FID_sampling_ID,int,Pointer to '_FID_sampling.ID',?
990,sample_schedule_analysis,4,experimental_details,40,Sample_schedule_analysis,_Sample_schedule_analysis.Software_name,Y,N,VARCHAR(127),,N,,,,,N,,’NEX converter’,N,N,N,?,Sample_schedule_analysis,Software_name,line,The name of the software defined by the author used to analyze the sample schedule.,?
1000,sample_schedule_analysis,4,experimental_details,40,Sample_schedule_analysis,_Sample_schedule_analysis.Software_ID,N,,INTEGER,,N,,,Software,ID,N,,1,N,N,N,?,Sample_schedule_analysis,Software_ID,int,Pointer to '_Software.ID',?
1010,sample_schedule_analysis,4,experimental_details,40,Schedule_analysis,_Schedule_analysis.Property,Y,N,VARCHAR(127),,N,,,,,Y,,'Mean_evolution_time',N,N,N,?,Schedule_analysis,Property,line,Name of the schedule property analyzed.,?
1020,sample_schedule_analysis,4,experimental_details,40,Schedule_analysis,_Schedule_analysis.Value,N,,VARCHAR(127),,N,,,,,Y,,4,N,N,N,?,Schedule_analysis,Value,line,The value derived for the specified property. This value could be of a variety of data types.,?
1030,software,4,experimental_details,50,Software application description,_Software.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,,?,N,Y,N,?,Software,Sf_category,code,Category assigned to the information in the saveframe.,?
1040,software,4,experimental_details,50,Software application description,_Software.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,,?,N,N,N,?,Software,ID,int,A value that uniquely identifies the software from other software listed in the entry.,?
1050,software,4,experimental_details,50,Software application description,_Software.Type,Y,Y,VARCHAR(127),,N,,,,,N,,'schedule converter',N,N,N,?,Software,Type,line,The type assigned to the software.,?
1060,software,4,experimental_details,50,Software application description,_Software.Name,Y,N,VARCHAR(127),NOT NULL,N,,,,,N,,?,N,N,N,?,Software,Name,line,The name of the software defined by the author or provider of the software.,?
1070,software,4,experimental_details,50,Software application description,_Software.Version,N,,VARCHAR(31),,N,,,,,N,,v3.0.0.8,N,N,N,?,Software,Version,line,The code assigned to the version of the software.,?
1080,software,4,experimental_details,50,Software application description,_Software.DOI,N,,VARCHAR(511),,N,,,,,N,,?,N,N,N,?,Software,DOI,line,The DOI defining the world wide web location where the software can be found.,?
1090,software,4,experimental_details,50,Software application description,_Software.Details,N,,TEXT,,N,,,,,N,,?,N,N,N,?,Software,Details,text,Text description of the software.,?
1100,software,4,experimental_details,50,Software vendor,_Vendor.Name,Y,N,VARCHAR(127),NOT NULL,N,,Y,,,Y,,'Adam Schuyler - NMRbox',N,N,N,?,Vendor,Name,line,Commercial or academic supplier of the software product.,?
1110,software,4,experimental_details,50,Software vendor,_Vendor.Address,N,,TEXT,,N,,,,,Y,,'UConn Health / UW',N,N,N,?,Vendor,Address,text,Location for the person or company who supplies the software.,?
1120,software,4,experimental_details,50,Software vendor,_Vendor.Electronic_address,N,,TEXT,,N,,,,,Y,,'schuyler@uchc.edu',N,N,N,?,Vendor,Electronic_address,text,An internet address for the vendor of the software.,?
1130,software,4,experimental_details,50,Software task,_Task.Task,Y,N,VARCHAR(255),NOT NULL,N,,Y,,,Y,,'Convert NUS schedules into NMR-STAR standardized format',N,N,N,?,Task,Task,line,A word or brief phrase that describes the job that a software application was used to carry out.,?
,,,,,,,,,,,,,,,,,,,,,,,,,?,?,?
TBL_END,,,,,,,,,,,,,,,,,,,,,,,,,,,?
