Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
430,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.Family_name,N,,VARCHAR(127),NOT NULL,N,,,,,Y,,Stevenson,N,N,N,?,Entry_author,Family_name,line,The family name of the author.,?
440,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.First_initial,N,,VARCHAR(15),,N,,,,,Y,,A.,N,N,N,?,Entry_author,First_initial,code,Initial of the author's first name.,?
450,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.Middle_initials,N,,VARCHAR(15),,N,,,,,Y,,T.L.,N,N,N,?,Entry_author,Middle_initials,code,The initials for the author's middle names.  A name can be used here if the author uses a full middle name for publications.,?
460,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.Family_title,Y,N,VARCHAR(15),,N,,,,,Y,,Jr.,N,N,N,?,Entry_author,Family_title,code,A common family title (not a professional title).,?
470,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.ORCID,N,,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Entry_author,ORCID,line,A unique identifier for individuals involved in scientific research and publication.,?
480,entry_information,1,entry_information,20,Entry authors (include contact names in this list$ if appropriate),_Entry_author.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,Y,,?,N,N,N,?,Entry_author,Entry_ID,code,Pointer to '_Entry.ID',?
490,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.ID,N,N,INTEGER,NOT NULL,N,,Y,,,Y,,?,N,N,N,?,Auxiliary_files,ID,int,The '_Auxiliary_files.ID' value uniquely identifies the row of information describing an auxilary file related to the entry.,?
500,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.Name,N,N,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Auxiliary_files,Name,line,Name of the auxiliary file.,?
510,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.Format,N,N,VARCHAR(127),NOT NULL,N,,,,,Y,,?,N,N,N,?,Auxiliary_files,Format,line,The file format for the defined auxiliary file.,?
520,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.URI,N,N,VARCHAR(255),,N,,,,,Y,,?,N,N,N,?,Auxiliary_files,URI,line,A universal resource identifier for the auxiliary file.,?
530,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.DOI,N,N,VARCHAR(255),,N,,,,,Y,,?,N,N,N,?,Auxiliary_files,DOI,line,A digital object identifier for the defined auxiliary file.,?
540,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.Path,N,N,VARCHAR(255),NOT NULL,N,,,,,Y,,?,N,N,N,?,Auxiliary_files,Path,line,The path and file name for the auxiliary file.,?
550,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.Details,N,N,TEXT,,N,,,,,Y,,?,N,N,N,?,Auxiliary_files,Details,text,Text providing additional information about the auxiliary file.,?
560,entry_information,1,entry_information,20,Auxiliary files,_Auxiliary_files.Entry_ID,N,N,CHAR(14),NOT NULL,N,,Y,Entry,ID,Y,,_Entry.ID,N,N,N,?,Auxiliary_files,Entry_ID,code,Pointer to '_Entry.ID',?
570,entry_information,1,entry_information,20,Release,_Release.Release_number,N,,INTEGER,NOT NULL,N,,Y,,,Y,,1,N,N,N,?,Release,Release_number,int,Unique code assigned to each release of an entry,?
580,entry_information,1,entry_information,20,Release,_Release.Date,N,,DATETIME year to day,NOT NULL,N,,,,,Y,,2018-12-15',N,N,N,?,Release,Date,yyyy-mm-dd,Date entry was released.,?
590,entry_information,1,entry_information,20,Release,_Release.Submission_date,N,,DATETIME year to day,,N,,,,,Y,,2018-12-15',N,N,N,?,Release,Submission_date,yyyy-mm-dd,Date the entry or an update to the entry was submitted to BMOD.,?
600,entry_information,1,entry_information,20,Release,_Release.Type,Y,N,VARCHAR(31),NOT NULL,N,,,,,Y,,original,N,N,N,?,Release,Type,line,Value describing with a key word the type of entry that was released.,?
610,entry_information,1,entry_information,20,Release,_Release.Author,N,,VARCHAR(31),NOT NULL,N,,,,,Y,,author,N,N,N,?,Release,Author,line,A keyword indicating the type of author of the release.,?
620,entry_information,1,entry_information,20,Release,_Release.Detail,N,,TEXT,,N,,,,,Y,,Oringinal entry release,N,N,N,?,Release,Detail,text,Text describing the changes made to the entry.,?
630,entry_information,1,entry_information,20,Release,_Release.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,Y,,?,N,N,N,?,Release,Entry_ID,code,Pointer to '_Entry.ID',?
640,citations,2,citations,40,Citation,_Citation.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,,?,N,Y,N,?,Citation,Sf_category,code,A category designation assigned to the save frame on the basis of the information content.,?
650,citations,2,citations,40,Citation,_Citation.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,,citation 1,Y,N,N,entry_citation,Citation,Sf_framecode,framecode,A label that uniquely identifies the citation from other citations in the entry.,?
660,citations,2,citations,40,Citation,_Citation.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,N,,citation,N,N,N,?,Citation,Entry_ID,code,Pointer to '_Entry.ID',?
670,citations,2,citations,40,Citation,_Citation.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,,?,N,N,N,?,Citation,ID,int,A value that uniquely identifies the citation from all other citations provided in the entry.,?
680,citations,2,citations,40,Citation,_Citation.Class,Y,Y,VARCHAR(31),NOT NULL,N,,,,,N,,entry citation,N,N,N,entry citation,Citation,Class,line,Keyword defining the citation as the key citation for the entry or a citation used as a referenece in the entry.,?
690,citations,2,citations,40,Citation,_Citation.CAS_abstract_code,N,,VARCHAR(31),,N,,,,,N,,?,N,N,N,?,Citation,CAS_abstract_code,code,Code from the Chemical Abstract Services assigned to this citation.,?
700,citations,2,citations,40,Citation,_Citation.MEDLINE_UI_code,N,,VARCHAR(31),,N,,,,,N,,?,N,N,N,?,Citation,MEDLINE_UI_code,code,MEDLINE uniform identification code assigned to the publication described in the save frame.,?
710,citations,2,citations,40,Citation,_Citation.DOI,N,,VARCHAR(127),,N,,,,,N,,10.1000/182,N,N,N,?,Citation,DOI,line,The digital object identifier assigned to the citation.,?
720,citations,2,citations,40,Citation,_Citation.PubMed_ID,N,,CHAR(12),,N,,,,,N,,12815265,N,N,N,?,Citation,PubMed_ID,code,The identification code assigned to the publication by PubMed.,?
730,citations,2,citations,40,Citation,_Citation.Full_citation,N,,TEXT,,N,,,,,N,,?,N,N,N,?,Citation,Full_citation,text,Full publication citation including authors title journal page numbers year or equivalent information for the type of publication given.,?
740,citations,2,citations,40,Citation,_Citation.Title,N,,TEXT,,N,,,,,N,,'1H and 15N Assigned Chemical Shifts for RNase A',N,N,N,?,Citation,Title,text,Title for the publication.,?
750,citations,2,citations,40,Citation,_Citation.Status,Y,Y,VARCHAR(31),,N,,,,,N,,submitted,N,N,N,in preparation,Citation,Status,line,Status for the current publication (in preparation; submitted; in press; published),?
760,citations,2,citations,40,Citation,_Citation.Type,Y,Y,VARCHAR(31),,N,,,,,N,,journal,N,N,N,journal,Citation,Type,line,Descriptive word that defines the kind of publication reported (journal; book; thesis; etc.),?
770,citations,2,citations,40,Citation,_Citation.Journal_abbrev,Y,N,VARCHAR(127),,N,,,,,N,,J. Biomol. NMR,N,N,N,?,Citation,Journal_abbrev,line,Standard abbreviation for journals used by the Chemical Abstract Services.,?
780,citations,2,citations,40,Citation,_Citation.Journal_name_full,N,,VARCHAR(127),,N,,,,,N,,Journal of Biomolecular NMR,N,N,N,?,Citation,Journal_name_full,line,Full name used by the journal.,?
790,citations,2,citations,40,Citation,_Citation.Journal_volume,N,,VARCHAR(15),,N,,,,,N,,23,N,N,N,?,Citation,Journal_volume,code,Volume designation used by the journal.,?
800,citations,2,citations,40,Citation,_Citation.Journal_issue,N,,VARCHAR(15),,N,,,,,N,,4,N,N,N,?,Citation,Journal_issue,line,Issue designation used by the journal.,?
810,citations,2,citations,40,Citation,_Citation.Journal_ASTM,N,,VARCHAR(127),,N,,,,,N,,?,N,N,N,?,Citation,Journal_ASTM,line,ASTM identification code for the journal.,?
820,citations,2,citations,40,Citation,_Citation.Journal_ISSN,N,,VARCHAR(127),,N,,,,,N,,?,N,N,N,?,Citation,Journal_ISSN,line,An International Standard Serial Number (ISSN) is a unique eight-digit number used to identify a print or electronic periodical publication.,?
830,citations,2,citations,40,Citation,_Citation.Journal_CSD,N,,VARCHAR(127),,N,,,,,N,,?,N,N,N,?,Citation,Journal_CSD,line,CSD identification code for the journal.,?
840,citations,2,citations,40,Citation,_Citation.WWW_URL,N,,TEXT,,N,,,,,N,,?,N,N,N,?,Citation,WWW_URL,text,A World Wide Web universal locator that identifies the location of the cited material on the WWW.,?
850,citations,2,citations,40,Citation,_Citation.Page_first,N,,VARCHAR(15),,N,,,,,N,,123,N,N,N,?,Citation,Page_first,code,First page of the published article.,?
860,citations,2,citations,40,Citation,_Citation.Page_last,N,,VARCHAR(15),,N,,,,,N,,145,N,N,N,?,Citation,Page_last,code,Last page of the published article.,?
870,citations,2,citations,40,Citation,_Citation.Year,N,,VARCHAR(15),,N,,,,,N,,2003,N,N,N,?,Citation,Year,code,Calendar year when the article was published.,?
880,citations,2,citations,40,Citation,_Citation.Details,N,,TEXT,,N,,,,,N,,The first and second authors contributed equally to this publication.,N,N,N,?,Citation,Details,text,Additional information relevant to the data in the current save frame or to a specific data item is entered as a value to this tag.  The information entered must supplement information already present.  Whenever possible data should associated with specific data tags and not included in the value to a '_Details' tag.,?
890,citations,2,citations,40,Citation author,_Citation_author.Ordinal,N,,INTEGER,NOT NULL,Y,,Y,,,Y,,1,N,N,N,?,Citation_author,Ordinal,int,Integer value defining the position of the author's name in the list of authors.,?
900,citations,2,citations,40,Citation author,_Citation_author.Given_name,N,,VARCHAR(31),,N,,,,,Y,,John,N,N,N,?,Citation_author,Given_name,line,The name given the author at birth or currently used by the author for publication purposes.  Can be an initial if the author uses a second name as a full name when publishing.,?
910,citations,2,citations,40,Citation author,_Citation_author.Family_name,N,,VARCHAR(31),NOT NULL,N,,,,,Y,,Doe,N,N,N,?,Citation_author,Family_name,line,The family name of the author.,?
920,citations,2,citations,40,Citation author,_Citation_author.First_initial,N,,VARCHAR(15),,N,,,,,Y,,J.,N,N,N,?,Citation_author,First_initial,code,Initial of the author's first name.,?
930,citations,2,citations,40,Citation author,_Citation_author.Middle_initials,N,,VARCHAR(15),,N,,,,,Y,,L.R.,N,N,N,?,Citation_author,Middle_initials,code,The initials for the author's middle names.  A name can be used here$ if the author uses a full middle name for publications.,?
940,citations,2,citations,40,Citation author,_Citation_author.Family_title,Y,N,VARCHAR(15),,N,,,,,Y,,Jr.,N,N,N,?,Citation_author,Family_title,code,A common family title (not a professional title).,?
950,citations,2,citations,40,Citation author,_Citation_author.ORCID,N,,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Citation_author,ORCID,line,Unique personal identifier for researchers (Open Researcher and Contributor ID) used to link a researcher to their publications and grants.,?
960,citations,2,citations,40,Citation author,_Citation_author.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Citation,Entry_ID,Y,,?,N,N,N,?,Citation_author,Entry_ID,code,Pointer to '_Entry.ID',?
970,citations,2,citations,40,Citation author,_Citation_author.Citation_ID,N,,INTEGER,NOT NULL,N,,Y,Citation,ID,Y,,?,N,N,N,?,Citation_author,Citation_ID,int,Pointer to '_Citation.ID',?
980,references,2,citations,42,Reference list,_Reference_list.Sf_category,N,,VARCHAR(127),,N,,,,,N,,?,N,Y,N,?,Reference_list,Sf_category,line,A category designation assigned to the save frame on the basis of the information content.,?
990,references,2,citations,42,Reference list,_Reference_list.Sf_framecode,N,,VARCHAR(127),,N,,,,,N,,?,Y,N,N,?,Reference_list,Sf_framecode,line,A descriptive label for the save frame.,?
1000,references,2,citations,42,Reference list,_Reference_list.Entry_ID,N,,CHAR(14),,N,,,Entry,ID,N,,?,N,N,N,?,Reference_list,Entry_ID,code,Pointer to '_Entry.ID',?
1010,references,2,citations,42,Reference list,_Reference_list.ID,N,,INTEGER,,N,Y,,,,N,,?,N,N,N,?,Reference_list,ID,int,A code that uniquely identifies the save frame from other save frames of this category.,?
1020,references,2,citations,42,Reference,_Reference.ID,N,,INTEGER,,N,Y,,,,Y,,?,N,N,N,?,Reference,ID,int,A unique identifier for the reference.,?
1030,references,2,citations,42,Reference,_Reference.Class,Y,Y,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Reference,Class,line,The class assigned to the reference.,?
1040,references,2,citations,42,Reference,_Reference.Info_src_ID,N,,INTEGER,,N,,,Info_src,ID,Y,,?,N,N,N,?,Reference,Info_src_ID,int,Pointer to '_Info_src.ID',?
1050,references,2,citations,42,Reference,_Reference.Full_reference,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,Reference,Full_reference,text,Full publication citation including authors title journal page numbers year or equivalent information for the type of publication given.,?
1060,references,2,citations,42,Reference,_Reference.Authors,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,Reference,Authors,text,Text listing the authors of the cited reference.,?
1070,references,2,citations,42,Reference,_Reference.Title,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,Reference,Title,text,Title for the publication.,?
1080,references,2,citations,42,Reference,_Reference.Journal_name_full,N,,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Reference,Journal_name_full,line,Full name used by the journal.,?
1090,references,2,citations,42,Reference,_Reference.Year,N,,VARCHAR(15),,N,,,,,Y,,?,N,N,N,?,Reference,Year,line,Calendar year when the article was published.,?
1100,references,2,citations,42,Reference,_Reference.Journal_volume,N,,VARCHAR(15),,N,,,,,Y,,?,N,N,N,?,Reference,Journal_volume,code,Volume designation used by the journal.,?
1110,references,2,citations,42,Reference,_Reference.Journal_issue,N,,VARCHAR(15),,N,,,,,Y,,?,N,N,N,?,Reference,Journal_issue,code,Issue designation used by the journal.,?
1120,references,2,citations,42,Reference,_Reference.DOI,N,,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Reference,DOI,line,The digital object identifier assigned to the reference.,?
1130,references,2,citations,42,Reference,_Reference.WWW_URL,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,Reference,WWW_URL,text,A World Wide Web universal locator that identifies the location of the cited material on the WWW.,?
1140,references,2,citations,42,Reference,_Reference.PubMed_ID,N,,CHAR(12),,N,,,,,Y,,?,N,N,N,?,Reference,PubMed_ID,code,The identification code assigned to the publication by PubMed.,?
1150,references,2,citations,42,Reference,_Reference.PubMed_URL,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,Reference,PubMed_URL,text,The PubMed URL for the reference.,?
1160,references,2,citations,42,Reference,_Reference.PMC_ID,N,,VARCHAR(127),,N,,,,,Y,,?,N,N,N,?,Reference,PMC_ID,line,The PubMed Central unique identifier assigned to the referencd publication.,?
1170,references,2,citations,42,Reference,_Reference.PMC_URL,N,,TEXT,,N,,,,,Y,,?,N,N,N,?,Reference,PMC_URL,text,The PubMed Central URL for the referenced publication.,?
1180,references,2,citations,42,Reference,_Reference.Entry_ID,N,,CHAR(14),,N,,,Entry,ID,Y,,?,N,N,N,?,Reference,Entry_ID,code,Pointer to '_Entry.ID',?
1190,references,2,citations,42,Reference,_Reference.Reference_list_ID,N,,INTEGER,,N,,,Reference_list,ID,Y,,?,N,N,N,?,Reference,Reference_list_ID,int,Pointer to '_Reference_list.ID',?
1200,assembly,3,molecular_assembly,70,Molecular assembly,_Assembly.Sf_category,N,,VARCHAR(127),NOT NULL,N,,,,,N,,?,N,Y,N,?,Assembly,Sf_category,code,A category designation assigned to the save frame on the basis of the information content.,?
1210,assembly,3,molecular_assembly,70,Molecular assembly,_Assembly.Sf_framecode,N,,VARCHAR(127),NOT NULL,N,,,,,N,,?,Y,N,N,?,Assembly,Sf_framecode,framecode,A descriptive label for the molecular assembly studied.,?
1220,assembly,3,molecular_assembly,70,Molecular assembly,_Assembly.Entry_ID,N,,CHAR(14),NOT NULL,N,,Y,Entry,ID,N,,?,N,N,N,?,Assembly,Entry_ID,code,Pointer to '_Entry.ID',?
1230,assembly,3,molecular_assembly,70,Molecular assembly,_Assembly.ID,N,,INTEGER,NOT NULL,N,Y,Y,,,N,,?,N,N,N,?,Assembly,ID,int,A code that uniquely identifies the molecular assembly described in the save frame.,?
1240,assembly,3,molecular_assembly,70,Molecular assembly,_Assembly.Info_src_ID,N,,INTEGER,,N,,,Info_src,ID,N,,?,N,N,N,?,Assembly,Info_src_ID,int,Pointer to '_Info_src.ID',?
1250,assembly,3,molecular_assembly,70,Molecular assembly,_Assembly.Name,N,,VARCHAR(127),NOT NULL,N,,,,,N,,FAD,N,N,N,?,Assembly,Name,line,Brief descriptive name for the molecular assembly studied.,?
1260,assembly,3,molecular_assembly,70,Molecular assembly,_Assembly.Number_of_components,N,,INTEGER,,N,,,,,N,,1,N,N,N,?,Assembly,Number_of_components,int,An integer that represents the total number of molecular components that comprise the molecular system.,?
1270,assembly,3,molecular_assembly,70,Molecular assembly contents (polymer chains$ cofactors$ metal ions$ etc.),_Entity_assembly.ID,N,,INTEGER,NOT NULL,Y,Y,Y,,,Y,,1,N,N,N,?,Entity_assembly,ID,int,Unique identifier for each component in the entity assembly.,?
