NMR-STAR link ID,CIF to STAR transform code,tagCategory,tagField,mmCIF/pdbx data item,additional_transform_data,entryIdFlg,pdbxMapExistsFlg
,,atom_site_anisotrop,pdbx_label_atom_id,_atom_site_anisotrop.pdbx_label_atom_id,?,N,Y
,,atom_site_anisotrop,pdbx_label_comp_id,_atom_site_anisotrop.pdbx_label_comp_id,?,N,Y
,,atom_site_anisotrop,pdbx_label_seq_id,_atom_site_anisotrop.pdbx_label_seq_id,?,N,Y
,,atom_site_anisotrop,pdbx_PDB_ins_code,_atom_site_anisotrop.pdbx_PDB_ins_code,?,N,Y
,,atom_site_anisotrop,ratio,_atom_site_anisotrop.ratio,?,N,Y
,,atom_site_anisotrop,type_symbol,_atom_site_anisotrop.type_symbol,?,N,Y
,,atom_site_anisotrop,U[1][1],_atom_site_anisotrop.U[1][1],?,N,Y
,,atom_site_anisotrop,U[1][1]_esd,_atom_site_anisotrop.U[1][1]_esd,?,N,Y
,,atom_site_anisotrop,U[1][2],_atom_site_anisotrop.U[1][2],?,N,Y
,,atom_site_anisotrop,U[1][2]_esd,_atom_site_anisotrop.U[1][2]_esd,?,N,Y
,,atom_site_anisotrop,U[1][3],_atom_site_anisotrop.U[1][3],?,N,Y
,,atom_site_anisotrop,U[1][3]_esd,_atom_site_anisotrop.U[1][3]_esd,?,N,Y
,,atom_site_anisotrop,U[2][2],_atom_site_anisotrop.U[2][2],?,N,Y
,,atom_site_anisotrop,U[2][2]_esd,_atom_site_anisotrop.U[2][2]_esd,?,N,Y
,,atom_site_anisotrop,U[2][3],_atom_site_anisotrop.U[2][3],?,N,Y
,,atom_site_anisotrop,U[2][3]_esd,_atom_site_anisotrop.U[2][3]_esd,?,N,Y
,,atom_site_anisotrop,U[3][3],_atom_site_anisotrop.U[3][3],?,N,Y
,,atom_site_anisotrop,U[3][3]_esd,_atom_site_anisotrop.U[3][3]_esd,?,N,Y
,,atom_sites,Cartn_transf_matrix[1][1],_atom_sites.Cartn_transf_matrix[1][1],?,N,Y
,,atom_sites,Cartn_transf_matrix[1][2],_atom_sites.Cartn_transf_matrix[1][2],?,N,Y
,,atom_sites,Cartn_transf_matrix[1][3],_atom_sites.Cartn_transf_matrix[1][3],?,N,Y
,,atom_sites,Cartn_transf_matrix[2][1],_atom_sites.Cartn_transf_matrix[2][1],?,N,Y
,,atom_sites,Cartn_transf_matrix[2][2],_atom_sites.Cartn_transf_matrix[2][2],?,N,Y
,,atom_sites,Cartn_transf_matrix[2][3],_atom_sites.Cartn_transf_matrix[2][3],?,N,Y
,,atom_sites,Cartn_transf_matrix[3][1],_atom_sites.Cartn_transf_matrix[3][1],?,N,Y
,,atom_sites,Cartn_transf_matrix[3][2],_atom_sites.Cartn_transf_matrix[3][2],?,N,Y
,,atom_sites,Cartn_transf_matrix[3][3],_atom_sites.Cartn_transf_matrix[3][3],?,N,Y
,,atom_sites,Cartn_transf_vector[1],_atom_sites.Cartn_transf_vector[1],?,N,Y
,,atom_sites,Cartn_transf_vector[2],_atom_sites.Cartn_transf_vector[2],?,N,Y
,,atom_sites,Cartn_transf_vector[3],_atom_sites.Cartn_transf_vector[3],?,N,Y
,,atom_sites,Cartn_transform_axes,_atom_sites.Cartn_transform_axes,?,N,Y
,,atom_sites,entry_id,_atom_sites.entry_id,?,Y,Y
,,atom_sites,fract_transf_matrix[1][1],_atom_sites.fract_transf_matrix[1][1],?,N,Y
,,atom_sites,fract_transf_matrix[1][2],_atom_sites.fract_transf_matrix[1][2],?,N,Y
,,atom_sites,fract_transf_matrix[1][3],_atom_sites.fract_transf_matrix[1][3],?,N,Y
,,atom_sites,fract_transf_matrix[2][1],_atom_sites.fract_transf_matrix[2][1],?,N,Y
,,atom_sites,fract_transf_matrix[2][2],_atom_sites.fract_transf_matrix[2][2],?,N,Y
,,atom_sites,fract_transf_matrix[2][3],_atom_sites.fract_transf_matrix[2][3],?,N,Y
,,atom_sites,fract_transf_matrix[3][1],_atom_sites.fract_transf_matrix[3][1],?,N,Y
,,atom_sites,fract_transf_matrix[3][2],_atom_sites.fract_transf_matrix[3][2],?,N,Y
,,atom_sites,fract_transf_matrix[3][3],_atom_sites.fract_transf_matrix[3][3],?,N,Y
,,atom_sites,fract_transf_vector[1],_atom_sites.fract_transf_vector[1],?,N,Y
,,atom_sites,fract_transf_vector[2],_atom_sites.fract_transf_vector[2],?,N,Y
,,atom_sites,fract_transf_vector[3],_atom_sites.fract_transf_vector[3],?,N,Y
,,atom_sites,solution_hydrogens,_atom_sites.solution_hydrogens,?,N,Y
,,atom_sites,solution_primary,_atom_sites.solution_primary,?,N,Y
,,atom_sites,solution_secondary,_atom_sites.solution_secondary,?,N,Y
,,atom_sites,special_details,_atom_sites.special_details,?,N,Y
,,atom_sites_alt,details,_atom_sites_alt.details,?,N,Y
,,atom_sites_alt,id,_atom_sites_alt.id,?,N,Y
,,atom_sites_alt_ens,details,_atom_sites_alt_ens.details,?,N,Y
,,atom_sites_alt_ens,id,_atom_sites_alt_ens.id,?,N,Y
,,atom_sites_alt_gen,alt_id,_atom_sites_alt_gen.alt_id,?,N,Y
,,atom_sites_alt_gen,ens_id,_atom_sites_alt_gen.ens_id,?,N,Y
,,atom_sites_footnote,id,_atom_sites_footnote.id,?,N,Y
,,atom_sites_footnote,text,_atom_sites_footnote.text,?,N,Y
,,atom_type,analytical_mass_percent,_atom_type.analytical_mass_percent,?,N,Y
,,atom_type,description,_atom_type.description,?,N,Y
,,atom_type,number_in_cell,_atom_type.number_in_cell,?,N,Y
,,atom_type,oxidation_number,_atom_type.oxidation_number,?,N,Y
,,atom_type,radius_bond,_atom_type.radius_bond,?,N,Y
,,atom_type,radius_contact,_atom_type.radius_contact,?,N,Y
,,atom_type,scat_Cromer_Mann_a1,_atom_type.scat_Cromer_Mann_a1,?,N,Y
,,atom_type,scat_Cromer_Mann_a2,_atom_type.scat_Cromer_Mann_a2,?,N,Y
,,atom_type,scat_Cromer_Mann_a3,_atom_type.scat_Cromer_Mann_a3,?,N,Y
,,atom_type,scat_Cromer_Mann_a4,_atom_type.scat_Cromer_Mann_a4,?,N,Y
,,atom_type,scat_Cromer_Mann_b1,_atom_type.scat_Cromer_Mann_b1,?,N,Y
,,atom_type,scat_Cromer_Mann_b2,_atom_type.scat_Cromer_Mann_b2,?,N,Y
,,atom_type,scat_Cromer_Mann_b3,_atom_type.scat_Cromer_Mann_b3,?,N,Y
,,atom_type,scat_Cromer_Mann_b4,_atom_type.scat_Cromer_Mann_b4,?,N,Y
,,atom_type,scat_Cromer_Mann_c,_atom_type.scat_Cromer_Mann_c,?,N,Y
,,atom_type,scat_dispersion_imag,_atom_type.scat_dispersion_imag,?,N,Y
,,atom_type,scat_dispersion_real,_atom_type.scat_dispersion_real,?,N,Y
,,atom_type,scat_dispersion_source,_atom_type.scat_dispersion_source,?,N,Y
,,atom_type,scat_length_neutron,_atom_type.scat_length_neutron,?,N,Y
,,atom_type,scat_source,_atom_type.scat_source,?,N,Y
,,atom_type,scat_versus_stol_list,_atom_type.scat_versus_stol_list,?,N,Y
1023,1,atom_type,symbol,_atom_type.symbol,?,N,Y
1028,0,audit,creation_date,_audit.creation_date,?,N,Y
1029,0,audit,creation_method,_audit.creation_method,?,N,Y
1030,0,audit,revision_id,_audit.revision_id,?,N,Y
11520,1,audit,update_record,_audit.update_record,?,N,Y
1024,1,audit_author,address,_audit_author.address,?,N,Y
6,-15,audit_author,name,_audit_author.name,?,N,Y
,,audit_author,pdbx_ordinal,_audit_author.pdbx_ordinal,?,N,Y
1025,1,audit_conform,dict_location,_audit_conform.dict_location,?,N,Y
1026,1,audit_conform,dict_name,_audit_conform.dict_name,?,N,Y
1027,1,audit_conform,dict_version,_audit_conform.dict_version,?,N,Y
5,1,audit_contact_author,address,_audit_contact_author.address,?,N,Y
3,1,audit_contact_author,email,_audit_contact_author.email,?,N,Y
4,1,audit_contact_author,fax,_audit_contact_author.fax,?,N,Y
1,-15,audit_contact_author,name,_audit_contact_author.name,?,N,Y
2,1,audit_contact_author,phone,_audit_contact_author.phone,?,N,Y
,,audit_link,block_code,_audit_link.block_code,?,N,Y
,,audit_link,block_description,_audit_link.block_description,?,N,Y
,,cell,angle_alpha,_cell.angle_alpha,?,N,Y
,,cell,angle_alpha_esd,_cell.angle_alpha_esd,?,N,Y
,,cell,angle_beta,_cell.angle_beta,?,N,Y
,,cell,angle_beta_esd,_cell.angle_beta_esd,?,N,Y
,,cell,angle_gamma,_cell.angle_gamma,?,N,Y
,,cell,angle_gamma_esd,_cell.angle_gamma_esd,?,N,Y
,,cell,details,_cell.details,?,N,Y
,,cell,entry_id,_cell.entry_id,?,Y,Y
,,cell,formula_units_Z,_cell.formula_units_Z,?,N,Y
,,cell,length_a,_cell.length_a,?,N,Y
,,cell,length_a_esd,_cell.length_a_esd,?,N,Y
,,cell,length_b,_cell.length_b,?,N,Y
,,cell,length_b_esd,_cell.length_b_esd,?,N,Y
,,cell,length_c,_cell.length_c,?,N,Y
,,cell,length_c_esd,_cell.length_c_esd,?,N,Y
,,cell,pdbx_unique_axis,_cell.pdbx_unique_axis,?,N,Y
,,cell,reciprocal_angle_alpha,_cell.reciprocal_angle_alpha,?,N,Y
,,cell,reciprocal_angle_alpha_esd,_cell.reciprocal_angle_alpha_esd,?,N,Y
,,cell,reciprocal_angle_beta,_cell.reciprocal_angle_beta,?,N,Y
,,cell,reciprocal_angle_beta_esd,_cell.reciprocal_angle_beta_esd,?,N,Y
,,cell,reciprocal_angle_gamma,_cell.reciprocal_angle_gamma,?,N,Y
,,cell,reciprocal_angle_gamma_esd,_cell.reciprocal_angle_gamma_esd,?,N,Y
,,cell,reciprocal_length_a,_cell.reciprocal_length_a,?,N,Y
,,cell,reciprocal_length_a_esd,_cell.reciprocal_length_a_esd,?,N,Y
,,cell,reciprocal_length_b,_cell.reciprocal_length_b,?,N,Y
,,cell,reciprocal_length_b_esd,_cell.reciprocal_length_b_esd,?,N,Y
,,cell,reciprocal_length_c,_cell.reciprocal_length_c,?,N,Y
,,cell,reciprocal_length_c_esd,_cell.reciprocal_length_c_esd,?,N,Y
,,cell,volume,_cell.volume,?,N,Y
,,cell,volume_esd,_cell.volume_esd,?,N,Y
,,cell,Z_PDB,_cell.Z_PDB,?,N,Y
,,cell_measurement,entry_id,_cell_measurement.entry_id,?,Y,Y
,,cell_measurement,pressure,_cell_measurement.pressure,?,N,Y
,,cell_measurement,pressure_esd,_cell_measurement.pressure_esd,?,N,Y
,,cell_measurement,radiation,_cell_measurement.radiation,?,N,Y
,,cell_measurement,reflns_used,_cell_measurement.reflns_used,?,N,Y
,,cell_measurement,temp,_cell_measurement.temp,?,N,Y
,,cell_measurement,temp_esd,_cell_measurement.temp_esd,?,N,Y
,,cell_measurement,theta_max,_cell_measurement.theta_max,?,N,Y
,,cell_measurement,theta_min,_cell_measurement.theta_min,?,N,Y
,,cell_measurement,wavelength,_cell_measurement.wavelength,?,N,Y
,,cell_measurement_refln,index_h,_cell_measurement_refln.index_h,?,N,Y
,,cell_measurement_refln,index_k,_cell_measurement_refln.index_k,?,N,Y
,,cell_measurement_refln,index_l,_cell_measurement_refln.index_l,?,N,Y
,,cell_measurement_refln,theta,_cell_measurement_refln.theta,?,N,Y
93,1,chem_comp,formula,_chem_comp.formula,?,N,Y
94,1,chem_comp,formula_weight,_chem_comp.formula_weight,?,N,Y
90;10047;11330;41,1;1001;1001;1001,chem_comp,id,_chem_comp.id,?,N,Y
11350,1,chem_comp,model_details,_chem_comp.model_details,?,N,Y
11351,1,chem_comp,model_erf,_chem_comp.model_erf,?,N,Y
11352,1,chem_comp,model_source,_chem_comp.model_source,?,N,Y
1065,1,chem_comp,mon_nstd_class,_chem_comp.mon_nstd_class,?,N,Y
1066,1,chem_comp,mon_nstd_details,_chem_comp.mon_nstd_details,?,N,Y
91,10,chem_comp,mon_nstd_flag,_chem_comp.mon_nstd_flag,?,N,Y
1067,1,chem_comp,mon_nstd_parent,_chem_comp.mon_nstd_parent,?,N,Y
1068,1,chem_comp,mon_nstd_parent_comp_id,_chem_comp.mon_nstd_parent_comp_id,?,N,Y
92,1,chem_comp,name,_chem_comp.name,?,N,Y
1070,1,chem_comp,number_atoms_all,_chem_comp.number_atoms_all,?,N,Y
1071,1,chem_comp,number_atoms_nh,_chem_comp.number_atoms_nh,?,N,Y
10045,1,chem_comp,one_letter_code,_chem_comp.one_letter_code,?,N,Y
11331,10,chem_comp,pdbx_ambiguous_flag,_chem_comp.pdbx_ambiguous_flag,?,N,Y
1073,1,chem_comp,pdbx_component_no,_chem_comp.pdbx_component_no,?,N,Y
1074,1,chem_comp,pdbx_formal_charge,_chem_comp.pdbx_formal_charge,?,N,Y
11355,1,chem_comp,pdbx_ideal_coordinate_details,_chem_comp.pdbx_ideal_coordinate_details,?,N,Y
11356,10,chem_comp,pdbx_ideal_coordinates_missing_flag,_chem_comp.pdbx_ideal_coordinates_missing_flag,?,N,Y
11359,1,chem_comp,pdbx_initial_date,_chem_comp.pdbx_initial_date,?,N,Y
11357,1,chem_comp,pdbx_model_coordinates_db_code,_chem_comp.pdbx_model_coordinates_db_code,?,N,Y
11353,1,chem_comp,pdbx_model_coordinate_details,_chem_comp.pdbx_model_coordinate_details,?,N,Y
11354,10,chem_comp,pdbx_model_coordinates_missing_flag,_chem_comp.pdbx_model_coordinates_missing_flag,?,N,Y
1075,1,chem_comp,pdbx_modification_details,_chem_comp.pdbx_modification_details,?,N,Y
11360,1,chem_comp,pdbx_modified_date,_chem_comp.pdbx_modified_date,?,N,Y
11358,1,chem_comp,pdbx_processing_site,_chem_comp.pdbx_processing_site,?,N,Y
11361,1,chem_comp,pdbx_release_status,_chem_comp.pdbx_release_status,?,N,Y
11362,1,chem_comp,pdbx_replaced_by,_chem_comp.pdbx_replaced_by,?,N,Y
11363,1,chem_comp,pdbx_replaces,_chem_comp.pdbx_replaces,?,N,Y
11364,1,chem_comp,pdbx_subcomponent_list,_chem_comp.pdbx_subcomponent_list,?,N,Y
1076,1,chem_comp,pdbx_synonyms,_chem_comp.pdbx_synonyms,?,N,Y
1077,1,chem_comp,pdbx_type,_chem_comp.pdbx_type,?,N,Y
10046,1,chem_comp,three_letter_code,_chem_comp.three_letter_code,?,N,Y
10000;22,1;1001,chem_comp,type,_chem_comp.type,?,N,Y
10041,7,chem_comp_angle,atom_id_1,_chem_comp_angle.atom_id_1,?,N,Y
10042,7,chem_comp_angle,atom_id_2,_chem_comp_angle.atom_id_2,?,N,Y
10043,7,chem_comp_angle,atom_id_3,_chem_comp_angle.atom_id_3,?,N,Y
10044,7,chem_comp_angle,comp_id,_chem_comp_angle.comp_id,?,N,Y
,,chem_comp_angle,value_angle,_chem_comp_angle.value_angle,?,N,Y
,,chem_comp_angle,value_angle_esd,_chem_comp_angle.value_angle_esd,?,N,Y
,,chem_comp_angle,value_dist,_chem_comp_angle.value_dist,?,N,Y
,,chem_comp_angle,value_dist_esd,_chem_comp_angle.value_dist_esd,?,N,Y
,,chem_comp_atom,alt_atom_id,_chem_comp_atom.alt_atom_id,?,N,Y
10026,7,chem_comp_atom,atom_id,_chem_comp_atom.atom_id,?,N,Y
10028,7,chem_comp_atom,charge,_chem_comp_atom.charge,?,N,Y
10029,7,chem_comp_atom,comp_id,_chem_comp_atom.comp_id,?,N,Y
11380,1,chem_comp_atom,model_Cartn_x,_chem_comp_atom.model_Cartn_x,?,N,Y
11381,1,chem_comp_atom,model_Cartn_x_esd,_chem_comp_atom.model_Cartn_x_esd,?,N,Y
11382,1,chem_comp_atom,model_Cartn_y,_chem_comp_atom.model_Cartn_y,?,N,Y
11383,1,chem_comp_atom,model_Cartn_y_esd,_chem_comp_atom.model_Cartn_y_esd,?,N,Y
11384,1,chem_comp_atom,model_Cartn_z,_chem_comp_atom.model_Cartn_z,?,N,Y
11385,1,chem_comp_atom,model_Cartn_z_esd,_chem_comp_atom.model_Cartn_z_esd,?,N,Y
11324,1,chem_comp_atom,partial_charge,_chem_comp_atom.partial_charge,?,N,Y
,,chem_comp_atom,pdbx_align,_chem_comp_atom.pdbx_align,?,N,Y
11323,1,chem_comp_atom,pdbx_alt_atom_id,_chem_comp_atom.pdbx_alt_atom_id,?,N,Y
,,chem_comp_atom,pdbx_alt_comp_id,_chem_comp_atom.pdbx_alt_comp_id,?,N,Y
11321,10,chem_comp_atom,pdbx_aromatic_flag,_chem_comp_atom.pdbx_aromatic_flag,?,N,Y
,,chem_comp_atom,pdbx_component_atom_id,_chem_comp_atom.pdbx_component_atom_id,?,N,Y
,,chem_comp_atom,pdbx_component_comp_id,_chem_comp_atom.pdbx_component_comp_id,?,N,Y
11322,10,chem_comp_atom,pdbx_leaving_atom_flag,_chem_comp_atom.pdbx_leaving_atom_flag,?,N,Y
11386,1,chem_comp_atom,pdbx_model_Cartn_x_ideal,_chem_comp_atom.pdbx_model_Cartn_x_ideal,?,N,Y
11387,1,chem_comp_atom,pdbx_model_Cartn_y_ideal,_chem_comp_atom.pdbx_model_Cartn_y_ideal,?,N,Y
11388,1,chem_comp_atom,pdbx_model_Cartn_z_ideal,_chem_comp_atom.pdbx_model_Cartn_z_ideal,?,N,Y
11389,1,chem_comp_atom,pdbx_ordinal,_chem_comp_atom.pdbx_ordinal,?,N,Y
11320,1,chem_comp_atom,pdbx_stereo_config,_chem_comp_atom.pdbx_stereo_config,?,N,Y
11325,1,chem_comp_atom,substruct_code,_chem_comp_atom.substruct_code,?,N,Y
10027,7,chem_comp_atom,type_symbol,_chem_comp_atom.type_symbol,?,N,Y
10021,7,chem_comp_bond,atom_id_1,_chem_comp_bond.atom_id_1,?,N,Y
10022,7,chem_comp_bond,atom_id_2,_chem_comp_bond.atom_id_2,?,N,Y
10024,7,chem_comp_bond,comp_id,_chem_comp_bond.comp_id,?,N,Y
11370,10,chem_comp_bond,pdbx_aromatic_flag,_chem_comp_bond.pdbx_aromatic_flag,?,N,Y
11371,1,chem_comp_bond,pdbx_ordinal,_chem_comp_bond.pdbx_ordinal,?,N,Y
11372,1,chem_comp_bond,pdbx_stereo_config,_chem_comp_bond.pdbx_stereo_config,?,N,Y
1032,0,chem_comp_bond,value_dist,_chem_comp_bond.value_dist,?,N,Y
1033,0,chem_comp_bond,value_dist_esd,_chem_comp_bond.value_dist_esd,?,N,Y
10025,7,chem_comp_bond,value_order,_chem_comp_bond.value_order,?,N,Y
