Enumeration ID,Enum ordinal,Enum value,Enum value desc
225,11,I+S-,"ZQ relaxation"
225,12,IzSz,"longitudinal spin order"
225,13,((I+)+(I-))Sz,"single quantum antiphase"
225,14,Iz((S+)+(S-)),"single quantum antiphase"
225,15,I+Sz,"single quantum antiphase"
225,16,I-Sz,"single quantum antiphase"
225,17,IzS+,"single quantum antiphase"
225,18,IzS-,"single quantum antiphase"
225,19,(I+S+)+(I-S-),"DQ relaxation"
225,20,I+S+,"DQ relaxation"
225,21,I-S-,"DQ relaxation"
226,1,s-1,enumeration_text
226,2,ms-1,enumeration_text
226,3,us-1,enumeration_text
226,4,ns-1,enumeration_text
226,5,ps-1,enumeration_text
227,1,s-1,enumeration_text
227,2,ms-1,enumeration_text
227,3,us-1,enumeration_text
222,1,methanol,MeOH
222,2,monoethylene glycol,MEG
222,3,no calibration applied,enumeration_text
223,1,single scan interleaving,enumeration_text
223,2,temperature compensation block,enumeration_text
223,3,single scan interleaving and temperature compensation block,enumeration_text
223,4,no temperature control applied,enumeration_text
254,1,anisotropic,enumeration_text
254,2,isotropic,enumeration_text
278,1,amide,enumeration_text
278,2,covalent,enumeration_text
278,3,directed,enumeration_text
278,4,disulfide,enumeration_text
278,5,ester,enumeration_text
278,6,ether,enumeration_text
278,7,hydrogen,enumeration_text
278,8,metal coordination,enumeration_text
278,9,peptide,enumeration_text
278,10,thioether,enumeration_text
278,11,oxime,enumeration_text
278,12,thioester,enumeration_text
278,13,phosphoester,enumeration_text
278,14,phosphodiester,enumeration_text
278,15,diselenide,enumeration_text
278,16,na,enumeration_text
279,1,sing,"single bond"
279,2,doub,"double bond"
279,3,trip,"triple bond"
279,4,quad,"quadruple bond"
279,5,arom,"aromatic bond"
279,6,poly,"polymeric bond"
279,7,delo,"delocalized double bond"
279,8,pi,"pi bond"
279,9,directed,"N ->O"
52,1,amide,enumeration_text
52,2,covalent,enumeration_text
52,3,directed,"N -> O"
52,4,disulfide,enumeration_text
52,5,ester,enumeration_text
52,6,ether,enumeration_text
52,7,hydrogen,enumeration_text
52,8,metal coordination,enumeration_text
52,9,peptide,enumeration_text
52,10,thioether,enumeration_text
52,11,oxime,enumeration_text
52,12,thioester,enumeration_text
52,13,phosphoester,enumeration_text
52,14,phosphodiester,enumeration_text
52,15,diselenide,enumeration_text
52,16,na,enumeration_text
53,1,sing,"single bond"
53,2,doub,"double bond"
53,3,trip,"triple bond"
53,4,quad,"quadruple bond"
53,5,arom,"aromatic bond"
53,6,poly,"polymeric bond"
53,7,delo,"delocalized double bond"
53,8,pi,"pi bond"
53,9,directed,"N ->O"
298,1,isotropic,enumeration_text
298,2,anisotropic,enumeration_text
298,3,solid,enumeration_text
97,1,N,"atom is not a chiral center"
97,2,E,"(E)- alkene (German$ entgegen = opposite)"
97,3,Z,"(Z)- alkene (German$ zusammen = together)"
97,4,R,"rectus - right handed configuration"
97,5,S,"sinister - left handed configuration"
97,6,pro-R,"If substituted for a higher molecular weight entity will make the attached atom an R chiral center"
97,7,pro-S,"If substituted for a higher molecular weight entity will make the attached atom an S chiral center"
98,1,N,"atom is not a chiral center"
98,2,E,"(E)- alkene (German$ entgegen = opposite)"
98,3,Z,"(Z)- alkene (German$ zusammen = together)"
98,4,R,"rectus - right handed configuration"
98,5,S,"sinister - left handed configuration"
99,1,main,"main chain of an amino acid"
99,2,side,"side chain of an amino acid"
99,3,base,"base of a nucleic acid"
99,4,phos,"phosphate of a nucleic acid"
99,5,sugar,"sugar of a nucleic acid"
99,6,none,"not appropriate for this monomer"
102,1,E,"zusammen for together"
102,2,Z,"entgegen for opposite"
102,3,N,"none"
100,1,amide,enumeration_text
100,2,covalent,enumeration_text
100,3,directed,enumeration_text
100,4,disulfide,enumeration_text
100,5,ester,enumeration_text
100,6,ether,enumeration_text
100,7,hydrogen,enumeration_text
100,8,metal coordination,enumeration_text
100,9,peptide,enumeration_text
100,10,thioether,enumeration_text
101,1,SING,"single bond"
101,2,DOUB,"double bond"
101,3,TRIP,"triple bond"
101,4,QUAD,"quadruple bond"
101,5,AROM,"aromatic bond"
101,6,POLY,"polymeric bond"
101,7,DELO,"delocalized double bond"
101,8,PI,"pi bond"
101,9,DIRECTED,"N ->O"
89,1,abbreviation,enumeration_text
89,2,name,enumeration_text
89,3,na,"not available"
103,1,CDDC,enumeration_text
103,2,PDB,PDB ligand library
103,3,PubChem SID,NCBI PubChem substance ID
103,4,PubChem CID,NCBI PubChem chemical ID
103,5,KEGG,Kyoto Encyclopedia of Genes and Genomes
93,1,ACD,"Advanced Chemistry Development"
93,2,OECHEM,"OpenEye OECHEM library"
93,3,CACTVS,"CACTVS program library"
93,4,DAYLIGHT,"Daylight program library"
93,5,OTHER,"Other program or library"
93,6,na,"not available"
92,1,SMILES_CANONICAL,"Canonical SMILES descriptor"
92,2,SMILES_ISOMERIC,"Isomeric SMILES descriptor"
92,3,SMILES,"SMILES descriptor"
92,4,InChI,"InChI descriptor"
92,5,InChI_MAIN,"InChI descriptor- main layer"
92,6,InChI_MAIN_FORMULA,"InChI descriptor- main layer - chemical formula sub-layer"
92,7,InChI_MAIN_CONNECT,"InChI descriptor- main layer - atom connection sub-layer"
92,8,InChI_MAIN_HATOM,"InChI descriptor- main layer - hydrogen atom sub-layer"
92,9,InChI_CHARGE,"InChI descriptor- charge layer"
92,10,InChI_STEREO,"InChI descriptor- stereochemical layer"
92,11,InChI_ISOTOPE,"InChI descriptor- isotopic layer"
92,12,InChI_FIXEDH,"InChI descriptor- fixed hydrogren layer"
92,13,InChI_RECONNECT,"InChI descriptor- reconnected layer"
95,1,OECHEM,"OpenEye OECHEM program"
95,2,DAYLIGHT,"Daylight program library"
95,3,ACD,"Advanced Chemistry Development Naming Program"
95,4,AUTONOM,"Belstein AutoNom Naming Program"
95,5,OTHER,"Other program or library"
94,1,common name,"Common chemical name"
94,2,systematic name,"Systematic chemical name"
94,3,CAS Registry number,"Chemical Abstracts Registry Number"
94,4,PUBCHEM Identifier,"PubChem accession number"
94,5,PUBCHEM CID,"PubChem compound identifier"
94,6,PUBCHEM SID,"PubChem substance identifier"
94,7,MDL Identifier,"Molecular Design Limited Identifier"
96,1,IUPAC,enumeration_text
96,2,CAS name,enumeration_text
96,3,CAS registry number,enumeration_text
96,4,BMRB,enumeration_text
96,5,One letter code,enumeration_text
96,6,Three letter code,enumeration_text
96,7,Beilstein,enumeration_text
96,8,Lignin abbreviation,enumeration_text
84,1,ALATIS,enumeration_text
84,2,BMRB,enumeration_text
85,1,5+,enumeration_text
85,2,4+,enumeration_text
85,3,3+,enumeration_text
85,4,2+,enumeration_text
85,5,1+,enumeration_text
85,6,0,enumeration_text
85,7,1-,enumeration_text
85,8,2-,enumeration_text
85,9,3-,enumeration_text
85,10,4-,enumeration_text
85,11,5-,enumeration_text
86,1,gif,enumeration_text
86,2,jpeg,enumeration_text
86,3,pdf,enumeration_text
86,4,png,enumeration_text
86,5,ps,enumeration_text
86,6,tiff,enumeration_text
86,7,not applicable,enumeration_text
87,1,EBI,enumeration_text
87,2,MSD,enumeration_text
87,3,PDBE,enumeration_text
87,4,PDBJ,enumeration_text
87,5,RCSB,enumeration_text
81,1,BMRB,enumeration_text
81,2,PDB,enumeration_text
81,3,PubChem,enumeration_text
83,1,REL,Released
83,2,HOLD,"On hold until yyyy-mm-dd"
83,3,HPUB,"On hold until publication"
83,4,OBS,"Entry has been obsoleted and replaced by another entry"
83,5,DEL,"Entry has been deleted"
82,1,D-PEPTIDE LINKING,enumeration_text
82,2,L-PEPTIDE LINKING,enumeration_text
82,3,D-PEPTIDE NH3 AMINO TERMINUS,enumeration_text
82,4,L-PEPTIDE NH3 AMINO TERMINUS,enumeration_text
82,5,D-PEPTIDE COOH CARBOXY TERMINUS,enumeration_text
82,6,L-PEPTIDE COOH CARBOXY TERMINUS,enumeration_text
82,7,DNA LINKING,enumeration_text
82,8,RNA LINKING,enumeration_text
82,9,L-RNA LINKING,enumeration_text
82,10,L-DNA LINKING,enumeration_text
82,11,DNA OH 5 PRIME TERMINUS,enumeration_text
82,12,RNA OH 5 PRIME TERMINUS,enumeration_text
82,13,DNA OH 3 PRIME TERMINUS,enumeration_text
82,14,RNA OH 3 PRIME TERMINUS,enumeration_text
82,15,D-SACCHARIDE 1$4 AND 1$4 LINKING,enumeration_text
82,16,L-SACCHARIDE 1$4 AND 1$4 LINKING,enumeration_text
82,17,D-SACCHARIDE 1$4 AND 1$6 LINKING,enumeration_text
82,18,L-SACCHARIDE 1$4 AND 1$6 LINKING,enumeration_text
82,19,L-SACCHARIDE,enumeration_text
82,20,D-SACCHARIDE,enumeration_text
82,21,SACCHARIDE,enumeration_text
82,22,NON-POLYMER,enumeration_text
82,23,PEPTIDE LINKING,enumeration_text
82,24,PEPTIDE-LIKE,enumeration_text
82,25,L-GAMMA-PEPTIDE$ C-DELTA LINKING,enumeration_text
82,26,D-GAMMA-PEPTIDE$ C-DELTA LINKING,enumeration_text
82,27,L-BETA-PEPTIDE$ C-GAMMA LINKING,enumeration_text
82,28,D-BETA-PEPTIDE$ C-GAMMA LINKING,enumeration_text
82,29,OTHER,enumeration_text
88,1,Sigma,enumeration_text
88,2,Aldrich,enumeration_text
88,3,Sigma/Aldrich,enumeration_text
183,1,ppm,enumeration_text
183,2,ppb,enumeration_text
159,1,isotropic,enumeration_text
159,2,anisotropic,enumeration_text
182,1,isotropic,enumeration_text
182,2,anisotropic,enumeration_text
182,3,solid,enumeration_text
181,1,macromolecular binding,enumeration_text
181,2,ligand binding,enumeration_text
181,3,ligand fragment binding,enumeration_text
181,4,paramagnetic ligand binding,enumeration_text
152,1,methyl carbon,enumeration_text
152,2,methyl carbons,enumeration_text
152,3,methyl protons,enumeration_text
152,4,methylene protons,enumeration_text
152,5,nitrogen,enumeration_text
152,6,phosphorus,enumeration_text
152,7,protons,enumeration_text
150,1,H,enumeration_text
150,2,C,enumeration_text
150,3,N,enumeration_text
150,4,F,enumeration_text
150,5,P,enumeration_text
150,6,Cd,enumeration_text
153,1,ppm,"parts per million"
153,2,Hz,Hertz
153,3,MHz,"megahertz"
153,4,na,"not available"
158,1,parallel,enumeration_text
158,2,perpendicular,enumeration_text
158,3,magic angle,enumeration_text
158,4,na,enumeration_text
156,1,insert at center of experimental sample tube,enumeration_text
156,2,insert at outer edge of experimental sample tube,enumeration_text
156,3,insert at center of a separate sample tube,enumeration_text
156,4,insert at outer edge of a separate sample tube,enumeration_text
156,5,separate tube (no insert) similar to the experimental sample tube,enumeration_text
156,6,separate tube (no insert) not similar to the experimental sample tube,enumeration_text
156,7,other,enumeration_text
157,1,cylindrical,enumeration_text
157,2,spherical,enumeration_text
157,3,other,enumeration_text
151,1,DSS,"H; C; and N methyl protons"
151,2,TSP,"H; C; and N methyl protons"
151,3,water,"H protons"
151,4,DMSO,"H methyl protons"
151,5,DMSO-d5,"H methyl proton"
151,6,DMSO-d6,"H methyl deuterons"
151,7,methanol,"H methyl protons"
151,8,TMS,"H methyl protons"
151,9,acetate,"C methyl carbon"
151,10,dioxane,"C methylene carbons"
151,11,ammonium chloride,"N ammonium nitrogen"
151,12,[15N] ammonium chloride,"N ammonium nitrogen"
151,13,ammonium hydroxide,"N ammonium nitrogen"
151,14,ammonium nitrate,"N ammonium nitrogen"
151,15,[15N] ammonium nitrate,"N ammonium nitrogen"
151,16,[15N$ 15N] ammonium nitrate,"N ammonium nitrogen"
151,17,ammonium nitrite,"N ammonium nitrogen"
151,18,ammonium sulfate,"N ammonium nitrogen"
151,19,[15N] ammonium sulfate,"N ammonium nitrogen"
151,20,liquid anhydrous ammonia,"N ammonium nitrogen"
151,21,formamide,"N ammonium nitrogen"
151,22,nitric acid,enumeration_text
151,23,[15N] nitric acid,"N nitrogen"
151,24,nitromethane,"N nitro group"
151,25,[15N] nitromethane,"N nitro group"
151,26,urea,"N nitrogen"
151,27,phosphoric acid,"P phosphate"
151,28,phosphoric acid (85%),"P phosphate"
151,29,TMP,"P phosphate"
151,30,cadmium perchlorate,"Cd cadmium"
151,31,adamantane,enumeration_text
151,32,DMPC,enumeration_text
151,33,HFIP,enumeration_text
151,34,TFA,enumeration_text
151,35,TFE,enumeration_text
151,36,TFE-d2,enumeration_text
151,37,TMPS,enumeration_text
151,38,TMSPA,enumeration_text
151,39,TSP-d4,enumeration_text
151,40,TSPA,enumeration_text
151,41,borate,enumeration_text
151,42,glucose,enumeration_text
151,43,hexamethylbenzene,enumeration_text
151,44,methyl iodide,enumeration_text
151,45,p-dioxane,enumeration_text
151,46,sodium acetate,enumeration_text
151,47,sodium phosphate,enumeration_text
151,48,suberic acid bis,enumeration_text
151,49,trichlorofluoromethane,enumeration_text
151,50,na,enumeration_text
154,1,internal,enumeration_text
154,2,external,enumeration_text
154,3,na,enumeration_text
155,1,direct,enumeration_text
155,2,indirect,enumeration_text
147,1,no,enumeration_text
147,2,yes,enumeration_text
147,3,yes with IUPAC referencing,enumeration_text
148,1,no,enumeration_text
148,2,yes,enumeration_text
148,3,yes with IUPAC referencing,enumeration_text
149,1,no,enumeration_text
149,2,yes,enumeration_text
149,3,yes with IUPAC referencing,enumeration_text
146,1,no,enumeration_text
146,2,yes,enumeration_text
146,3,yes with IUPAC referencing,enumeration_text
163,1,empirical,enumeration_text
163,2,ab initio,enumeration_text
163,3,semi-empirical,enumeration_text
166,1,1H,enumeration_text
166,2,13C,enumeration_text
166,3,15N,enumeration_text
166,4,31P,enumeration_text
164,1,GIAO,"Gauge-Independent Atomic Orbital"
164,2,IGLO,enumeration_text
164,3,CSGT,"Continuous Set of Gauge Transformations"
165,1,B3LYP,enumeration_text
165,2,MP2,enumeration_text
90,1,alcohol,enumeration_text
90,2,aldehyde,enumeration_text
90,3,alkyne,enumeration_text
90,4,alkene,enumeration_text
90,5,alkane,enumeration_text
90,6,amide,enumeration_text
90,7,carboxylic acid,enumeration_text
90,8,ester,enumeration_text
90,9,ether,enumeration_text
90,10,ketone,enumeration_text
90,11,amine,enumeration_text
90,12,nitrile,enumeration_text
90,13,primary amine,enumeration_text
90,14,secondary amine,enumeration_text
90,15,teritary amine,enumeration_text
90,16,thiol,enumeration_text
90,17,three carbon ring,enumeration_text
90,18,four carbon ring,enumeration_text
90,19,five carbon ring,enumeration_text
90,20,six carbon ring,enumeration_text
90,21,seven carbon ring,enumeration_text
90,22,eight carbon ring,enumeration_text
90,23,three member heterocycle,enumeration_text
90,24,four member heterocycle,enumeration_text
90,25,five member heterocycle,enumeration_text
90,26,six member heterocycle,enumeration_text
90,27,seven member heterocycle,enumeration_text
90,28,eight member heterocycle,enumeration_text
90,29,benzyl group,enumeration_text
90,30,phenyl group,enumeration_text
90,31,phenol,enumeration_text
90,32,imidazole,enumeration_text
90,33,beta lactam,enumeration_text
90,34,methyl,enumeration_text
90,35,methylene,enumeration_text
91,1,linkage,enumeration_text
91,2,chemical fragment,enumeration_text
91,3,functional group,enumeration_text
189,1,anisotropic,enumeration_text
189,2,isotropic,enumeration_text
46,1,Sr.,Senior
46,2,Jr.,Junior
46,3,I,First
46,4,II,Second
46,5,III,Third
46,6,IV,Fourth
46,7,V,Fifth
47,1,Sr.,Senior
47,2,Jr.,Junior
47,3,I,First
47,4,II,Second
47,5,III,Third
47,6,IV,Fourth
47,7,V,Fifth
42,1,entry citation,enumeration_text
42,2,reference citation,enumeration_text
45,1,Not known,enumeration_text
45,2,Arch. Biochem. Biophys.,enumeration_text
45,3,Biochemistry,enumeration_text
45,4,Biochem. Biophys. Res. Commun.,enumeration_text
45,5,Biochem. J.,enumeration_text
45,6,Biochim. Biophys. Acta,enumeration_text
45,7,Biomol. NMR Assignments,enumeration_text
45,8,Biophys. J.,enumeration_text
45,9,Biopolymers,enumeration_text
45,10,Cell,enumeration_text
45,11,EMBO J.,enumeration_text
45,12,Eur. J. Biochem.,enumeration_text
45,13,FEBS Lett.,enumeration_text
45,14,Inorg. Chem.,enumeration_text
45,15,Int. J. Pept. Protein Res.,enumeration_text
45,16,J. Am. Chem. Soc.,enumeration_text
45,17,J. Biochem.,enumeration_text
45,18,J. Biol. Chem.,enumeration_text
45,19,J. Biol. Inorg. Chem.,enumeration_text
45,20,J. Biomol. NMR,enumeration_text
45,21,J. Biomol. Struct. Dyn.,enumeration_text
45,22,J. Inorg. Biochem.,enumeration_text
45,23,J. Magn. Reson.,enumeration_text
45,24,J. Mol. Biol.,enumeration_text
45,25,J. Pept. Res.,enumeration_text
45,26,J. Protein Chem.,enumeration_text
45,27,Mol. Cell,enumeration_text
45,28,Nature,enumeration_text
45,29,Nat. Struct. Biol.,enumeration_text
45,30,Nucleic Acids Res.,enumeration_text
45,31,Proc. Natl. Acad. Sci. U.S.A.,enumeration_text
45,32,Protein Eng.,enumeration_text
45,33,Proteins,enumeration_text
45,34,Protein Sci.,enumeration_text
45,35,Proteins: Struct. Funct. Genet.,enumeration_text
45,36,RNA,enumeration_text
45,37,Science,enumeration_text
45,38,Structure,enumeration_text
45,39,Structure (Cambridge$ MA$ U.S.),enumeration_text
43,1,in preparation,enumeration_text
43,2,submitted,enumeration_text
43,3,in press,enumeration_text
43,4,published,enumeration_text
43,5,retracted,enumeration_text
43,6,na,enumeration_text
44,1,journal,enumeration_text
44,2,book,enumeration_text
44,3,book chapter,enumeration_text
44,4,thesis,enumeration_text
44,5,abstract,enumeration_text
44,6,personal communication,enumeration_text
44,7,internet,enumeration_text
44,8,BMRB only,enumeration_text
44,9,other publication,enumeration_text
145,1,IRIX,enumeration_text
145,2,UNIX,enumeration_text
145,3,Linux,enumeration_text
145,4,DOS,enumeration_text
145,5,NT,enumeration_text
145,6,Windows VISTA,enumeration_text
145,7,Windows 2000,enumeration_text
145,8,Windows XP,enumeration_text
260,1,isotropic,enumeration_text
260,2,anisotropic,enumeration_text
260,3,solid,enumeration_text
259,1,DGSA-distance geometry simulated annealing,enumeration_text
259,2,distance geometry,enumeration_text
259,3,simulated annealing,enumeration_text
259,4,molecular dynamics,enumeration_text
259,5,matrix relaxation,enumeration_text
259,6,torsion angle dynamics,enumeration_text
259,7,na,enumeration_text
257,1,all calculated structures submitted,enumeration_text
257,2,back calculated data agree with experimental NOESY spectrum,enumeration_text
257,3,structures with the lowest energy,enumeration_text
257,4,structures with the least restraint violations,enumeration_text
257,5,structures with acceptable covalent geometry,enumeration_text
257,6,structures with favorable non-bond energy,enumeration_text
257,7,target function,enumeration_text
258,1,closest to the average,enumeration_text
258,2,lowest energy,enumeration_text
258,3,fewest violations,enumeration_text
258,4,minimized average structure,enumeration_text
275,1,ambi,enumeration_text
275,2,simple,enumeration_text
274,1,Not applicable,enumeration_text
274,2,NOE,enumeration_text
274,3,NOE buildup,enumeration_text
274,4,NOE not seen,enumeration_text
274,5,general distance,enumeration_text
274,6,alignment tensor,enumeration_text
274,7,chirality,enumeration_text
274,8,prochirality,enumeration_text
274,9,disulfide bond,enumeration_text
274,10,hydrogen bond,enumeration_text
274,11,symmetry,enumeration_text
274,12,ROE,enumeration_text
274,13,peptide,enumeration_text
274,14,ring,enumeration_text
274,15,PRE,enumeration_text
273,1,distance,enumeration_text
273,2,dipolar coupling,enumeration_text
273,3,protein dihedral angle,enumeration_text
273,4,nucleic acid dihedral angle,enumeration_text
273,5,coupling constant,enumeration_text
273,6,chemical shift,enumeration_text
273,7,other angle,enumeration_text
273,8,chemical shift anisotropy,enumeration_text
273,9,hydrogen exchange,enumeration_text
273,10,line broadening,enumeration_text
273,11,pseudocontact shift,enumeration_text
273,12,intervector projection angle,enumeration_text
273,13,protein peptide planarity,enumeration_text
273,14,protein other kinds of constraints,enumeration_text
273,15,nucleic acid base planarity,enumeration_text
273,16,nucleic acid other kinds of constraints,enumeration_text
272,1,AMBER,enumeration_text
272,2,ARIA,enumeration_text
272,3,CNS,enumeration_text
272,4,CYANA,enumeration_text
272,5,DISCOVER,enumeration_text
272,6,TALOS,enumeration_text
272,7,X-PLOR,enumeration_text
272,8,NMR-STAR,enumeration_text
271,1,calculated over all dihedral constraints,enumeration_text
271,2,calculated for dihedral violations only,enumeration_text
270,1,calculated over all distance constraints,enumeration_text
270,2,calculated for distance violations only,enumeration_text
267,1,r-6,enumeration_text
267,2,r-3,enumeration_text
267,3,sum,enumeration_text
267,4,center,enumeration_text
266,1,Tryptophan ring proton NOE intensities,enumeration_text
266,2,Glycine alpha proton NOE intensities,enumeration_text
269,1,r-6,enumeration_text
269,2,r-3,enumeration_text
269,3,sum,enumeration_text
269,4,center,enumeration_text
268,1,Tryptophan ring proton NOE intensities,enumeration_text
268,2,Glycine alpha proton NOE intensities,enumeration_text
27,1,Sr.,Senior
27,2,Jr.,Junior
27,3,I,First
27,4,II,Second
27,5,III,Third
27,6,IV,Fourth
27,7,V,Fifth
26,1,Dr.,enumeration_text
26,2,Prof.,enumeration_text
26,3,Mr.,enumeration_text
26,4,Ms.,enumeration_text
26,5,Mrs.,enumeration_text
29,1,academic,enumeration_text
29,2,commercial,enumeration_text
29,3,government,enumeration_text
29,4,other,enumeration_text
28,1,principal investigator,enumeration_text
28,2,responsible scientist,enumeration_text
28,3,investigator,enumeration_text
168,1,isotropic,enumeration_text
168,2,anisotropic,enumeration_text
168,3,solid,enumeration_text
167,1,400,enumeration_text
167,2,500,enumeration_text
167,3,600,enumeration_text
167,4,700,enumeration_text
167,5,750,enumeration_text
167,6,800,enumeration_text
167,7,850,enumeration_text
167,8,900,enumeration_text
167,9,920,enumeration_text
167,10,950,enumeration_text
167,11,1000,enumeration_text
167,12,1100,enumeration_text
243,1,isotropic,enumeration_text
243,2,anisotropic,enumeration_text
243,3,solid,enumeration_text
242,1,s-1,enumeration_text
242,2,ms-1,enumeration_text
242,3,us-1,enumeration_text
239,1,isotropic,enumeration_text
239,2,anisotropic,enumeration_text
239,3,solid,enumeration_text
238,1,s-1,enumeration_text
238,2,ms-1,enumeration_text
238,3,us-1,enumeration_text
184,1,isotropic,enumeration_text
184,2,anisotropic,enumeration_text
184,3,solid,enumeration_text
253,1,isotropic,enumeration_text
253,2,anisotropic,enumeration_text
253,3,solid,enumeration_text
35,1,assigned_chemical_shifts,enumeration_text
35,2,theoretical_chem_shifts,enumeration_text
35,3,chem_shift_perturbation,enumeration_text
35,4,chemical_rates,enumeration_text
35,5,coupling_constants,enumeration_text
35,6,theoretical_coupling_constants,enumeration_text
35,7,spectral_peak_list,enumeration_text
35,8,other_data_list,enumeration_text
35,9,RDCs,enumeration_text
35,10,order_parameters,enumeration_text
35,11,dipolar_couplings,enumeration_text
35,12,spectral_density_values,enumeration_text
35,13,H_exch_rates,enumeration_text
35,14,H_exch_protection_factors,enumeration_text
35,15,pKa_value_data_set,enumeration_text
35,16,pH_NMR_param_list,enumeration_text
35,17,binding_constants,enumeration_text
35,18,D_H_fractionation_factors,enumeration_text
35,19,molecular_axis_determinations,enumeration_text
35,20,deduced_secd_struct_features,enumeration_text
35,21,deduced_hydrogen_bonds,enumeration_text
35,22,representative_conformer,enumeration_text
35,23,conformer_family_coord_set,enumeration_text
35,24,general_relaxation,enumeration_text
35,25,heteronucl_T1_relaxation,enumeration_text
35,26,theoretical_heteronucl_T1_relaxation,enumeration_text
35,27,heteronucl_T1rho_relaxation,enumeration_text
35,28,heteronucl_T2_relaxation,enumeration_text
35,29,theoretical_heteronucl_T2_relaxation,enumeration_text
35,30,heteronucl_NOEs,enumeration_text
35,31,theoretical_heteronucl_NOEs,enumeration_text
35,32,homonucl_NOEs,enumeration_text
