Dictionary sequence,SFCategory,ADIT super category ID,ADIT super category,ADIT category group ID,ADIT category view name,Tag,Item enumerated,Item enumeration closed,Data Type,Nullable,Row Index Key,Source Key,Table Primary Key,Foreign Table,Foreign Column,Loopflag,Seq,Example,SfNamelFlg,Sf category flag,Sf pointer,default value,Tag category,Tag field,BMRB data type,Dictionary description,?
360,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Chem_rate_constants,N,?,BOOLEAN,?,N,?,?,?,?,N,360,no,N,N,N,no,Entry_interview,Chem_rate_constants,yes_no,Flag indicating that chemical rate constant values are being deposited.,?
370,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Spectral_peak_lists,N,?,BOOLEAN,?,N,?,?,?,?,N,370,no,N,N,N,no,Entry_interview,Spectral_peak_lists,yes_no,Flag indicating that spectral peak lists are being deposited.,?
380,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Dipole_dipole_couplings,N,?,BOOLEAN,?,N,?,?,?,?,N,380,no,N,N,N,no,Entry_interview,Dipole_dipole_couplings,yes_no,Flag indicating that dipole-dipole coupling values are being deposited.,?
390,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Quadrupolar_couplings,N,?,BOOLEAN,?,N,?,?,?,?,N,390,no,N,N,N,no,Entry_interview,Quadrupolar_couplings,yes_no,Flag indicating that quadrupolar coupling values are being deposited.,?
400,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Homonucl_NOEs,N,?,BOOLEAN,?,N,?,?,?,?,N,400,no,N,N,N,no,Entry_interview,Homonucl_NOEs,yes_no,Flag indicating that homonuclear NOE values are being deposited.,?
410,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Dipole_dipole_relaxation,N,?,BOOLEAN,?,N,?,?,?,?,N,410,no,N,N,N,no,Entry_interview,Dipole_dipole_relaxation,yes_no,Flag indicating that dipole-dipole relaxation values are being deposited.,?
420,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.DD_cross_correlation,N,?,BOOLEAN,?,N,?,?,?,?,N,420,no,N,N,N,no,Entry_interview,DD_cross_correlation,yes_no,Flag indicating that cross correlation relaxation values are being deposited.,?
430,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Dipole_CSA_cross_correlation,N,?,BOOLEAN,?,N,?,?,?,?,N,430,no,N,N,N,no,Entry_interview,Dipole_CSA_cross_correlation,yes_no,Flag indicating that dipole-Chemical shift anisotropy cross correlation relaxation data are being deposited.,?
440,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Binding_constants,N,?,BOOLEAN,?,N,?,?,?,?,N,440,no,N,N,N,no,Entry_interview,Binding_constants,yes_no,Flag indicating that binding constant values are being deposited.,?
450,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.PKa_value_data_set,N,?,BOOLEAN,?,N,?,?,?,?,N,450,no,N,N,N,no,Entry_interview,PKa_value_data_set,yes_no,Flag indicating that pKa values are being deposited.,?
460,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.D_H_fractionation_factors,N,?,BOOLEAN,?,N,?,?,?,?,N,460,no,N,N,N,no,Entry_interview,D_H_fractionation_factors,yes_no,Flag indicating that deuterium-hydrogen fractionation factor values are being deposited.,?
470,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_chem_shifts,N,?,BOOLEAN,?,N,?,?,?,?,N,470,no,N,N,N,no,Entry_interview,Theoretical_chem_shifts,yes_no,Flag indicating that theoretical chamical shift values are being deposited.,?
480,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_coupling_constants,N,?,BOOLEAN,?,N,?,?,?,?,N,480,no,N,N,N,no,Entry_interview,Theoretical_coupling_constants,yes_no,Flag indicating that theoretical coupling constant values are being deposited.,?
490,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_heteronucl_NOEs,N,?,BOOLEAN,?,N,?,?,?,?,N,490,no,N,N,N,no,Entry_interview,Theoretical_heteronucl_NOEs,yes_no,Flag indicating that theoretical heteronuclear NOE values are being deposited.,?
500,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_T1_relaxation,N,?,BOOLEAN,?,N,?,?,?,?,N,500,no,N,N,N,no,Entry_interview,Theoretical_T1_relaxation,yes_no,Flag indicating that theoretical T1 (R1) values are being deposited.,?
510,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_T2_relaxation,N,?,BOOLEAN,?,N,?,?,?,?,N,510,no,N,N,N,no,Entry_interview,Theoretical_T2_relaxation,yes_no,Flag indicating that theoretical T2 (R2) values are being deposited.,?
520,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_auto_relaxation,N,?,BOOLEAN,?,N,?,?,?,?,N,520,no,N,N,N,no,Entry_interview,Theoretical_auto_relaxation,yes_no,Flag indicating that theoretical auto relaxation data are being deposited.,?
530,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Theoretical_DD_cross_correlation,N,?,BOOLEAN,?,N,?,?,?,?,N,530,no,N,N,N,no,Entry_interview,Theoretical_DD_cross_correlation,yes_no,Flag indicating that theoretical cross correlation relaxation values are being deposited.,?
540,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Spectral_density_values,N,?,BOOLEAN,?,N,?,?,?,?,N,540,no,N,N,N,no,Entry_interview,Spectral_density_values,yes_no,Flag indicating that spectral density values are being deposited.,?
550,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Timedomain_data,N,?,BOOLEAN,?,N,?,?,?,?,N,550,no,N,N,N,no,Entry_interview,Timedomain_data,yes_no,Flag indicating that time domain spectral data are being deposited.,?
560,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Secondary_structure_orientations,N,?,BOOLEAN,?,N,?,?,?,?,N,560,no,N,N,N,no,Entry_interview,Secondary_structure_orientations,yes_no,Flag indicating that secondary structure orientation data are being deposited.,?
570,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Metabolite_coordinates,N,?,BOOLEAN,?,N,?,?,?,?,N,570,no,N,N,N,no,Entry_interview,Metabolite_coordinates,yes_no,Flag indicating that atomic coordinates for a metabolic compound are being deposited.,?
580,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Mass_spec_data,N,?,BOOLEAN,?,N,?,?,?,?,N,580,no,N,N,N,no,Entry_interview,Mass_spec_data,yes_no,Flag indicating that mass spectral data are being deposited.,?
590,entry_interview,1,entry_information,8,Entry interview,_Entry_interview.Other_kind_of_data,N,?,BOOLEAN,?,N,?,?,?,?,N,590,no,N,N,N,no,Entry_interview,Other_kind_of_data,yes_no,Flag indicating that data of a kind not listed in the selections shown in the deposition interface are being deposited.,?
600,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Sf_category,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,N,600,?,N,Y,N,?,Deposited_data_files,Sf_category,code,Category assigned to the information in the saveframe.,?
610,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Sf_framecode,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,N,610,deposited_data_files,Y,N,N,?,Deposited_data_files,Sf_framecode,framecode,STAR term for the name assigned to the saveframe.,?
620,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Entry,ID,N,620,4567,N,N,N,?,Deposited_data_files,Entry_ID,code,Pointer to '_Entry.ID',?
630,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Sf_ID,N,?,INTEGER,NOT NULL,N,Y,?,?,?,N,630,4,N,N,N,?,Deposited_data_files,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
640,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.ID,N,?,INTEGER,NOT NULL,N,Y,Y,?,?,N,640,1,N,N,N,?,Deposited_data_files,ID,int,Unique value identifying this saveframe of category deposited_data_files within an entry.,?
650,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Atomic_coordinate_file_name,N,?,VARCHAR(127),?,N,?,?,?,?,N,650,/usr/pub/data/ferredoxin.pdb,N,N,N,?,Deposited_data_files,Atomic_coordinate_file_name,line,Name for the file containing atomic coordinates uploaded to the databank.,?
660,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Atomic_coordinate_file_syntax,Y,N,VARCHAR(127),?,N,?,?,?,?,N,660,PDB,N,N,N,?,Deposited_data_files,Atomic_coordinate_file_syntax,line,Syntax or format for the uploaded file containing atomic coordinates.,?
670,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Constraint_file_name,N,?,VARCHAR(127),?,N,?,?,?,?,N,670,/usr/pub/data/nmr_restraints.xpl,N,N,N,?,Deposited_data_files,Constraint_file_name,line,Name for the file containing structural constraints uploaded to the databank.,?
680,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Constraint_file_syntax,Y,N,VARCHAR(127),?,N,?,?,?,?,N,680,X-PLOR,N,N,N,?,Deposited_data_files,Constraint_file_syntax,line,Syntax or format for the uploaded file containing structural constraints.,?
690,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Precheck_flag,N,?,BOOLEAN,?,N,?,?,?,?,N,690,yes,N,N,N,?,Deposited_data_files,Precheck_flag,yes_no,Flag indicating the choice of executing a precheck on the atomic coordinate file by the depositor.,?
700,deposited_data_files,1,entry_information,9,Deposited data files,_Deposited_data_files.Validate_flag,N,?,BOOLEAN,?,N,?,?,?,?,N,700,no,N,N,N,?,Deposited_data_files,Validate_flag,yes_no,Flag indicating the choice of executing a validation procedure on the atomic coordinate file indicated by the depositor.,?
710,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Data_file_ID,N,?,INTEGER,NOT NULL,Y,?,Y,?,?,Y,10,5,N,N,N,?,Upload_data,Data_file_ID,int,Unique code assigned to the file being uploaded by the depositor and that contains data that will be incorporated into this entry.,?
720,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Data_file_name,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,Y,20,/usr/pub/data/bmrb_entry/t1_relaxation_1.txt,N,N,N,?,Upload_data,Data_file_name,line,The directory path and file name for the data file that is to be uploaded.,?
730,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Data_file_content_type,Y,N,VARCHAR(127),NOT NULL,N,?,?,?,?,Y,30,T1 relaxation,N,N,N,?,Upload_data,Data_file_content_type,line,Brief description of the kinds of data contained in the file.,?
740,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Data_file_Sf_category,Y,N,VARCHAR(127),?,N,?,?,?,?,Y,40,?,N,N,N,?,Upload_data,Data_file_Sf_category,code,The type of data contained in the file that is to be uploaded.,?
750,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Data_file_syntax,Y,N,VARCHAR(127),?,N,?,?,?,?,Y,50,NMR-STAR v3,N,N,N,?,Upload_data,Data_file_syntax,line,The syntax or format of the file that is uploaded.,?
760,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Data_file_immutable_flag,N,?,BOOLEAN,?,N,?,?,?,?,Y,60,yes,N,N,N,?,Upload_data,Data_file_immutable_flag,yes_no,A flag used during the deposition process to indicate that an uploaded file cannot be changed without reapplying the validation procedures.,?
770,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Deposited_data_files,Sf_ID,Y,70,4,N,N,N,?,Upload_data,Sf_ID,int,Pointer to '_Deposited_data_files.Sf_ID',?
780,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Deposited_data_files,Entry_ID,Y,80,4567,N,N,N,?,Upload_data,Entry_ID,code,Pointer to '_Entry.ID',?
790,deposited_data_files,1,entry_information,9,Upload data,_Upload_data.Deposited_data_files_ID,N,?,INTEGER,NOT NULL,N,?,Y,Deposited_data_files,ID,Y,90,1,N,N,N,?,Upload_data,Deposited_data_files_ID,int,Pointer to '_Deposited_data_files.ID',?
800,study_list,1,entry_information,10,Study list,_Study_list.Sf_category,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,N,710,study,N,Y,N,?,Study_list,Sf_category,code,Category assigned to the information in the saveframe.,?
810,study_list,1,entry_information,10,Study list,_Study_list.Sf_framecode,N,?,VARCHAR(127),NOT NULL,N,?,?,?,?,N,720,study,Y,N,N,?,Study_list,Sf_framecode,framecode,Character string that is unique to the saveframe within the data block defined by a specific entry.  The character string names the saveframe and may be used to reference or to point to the saveframe later in the data block.,?
820,study_list,1,entry_information,10,Study list,_Study_list.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Entry,ID,N,730,4567,N,N,N,?,Study_list,Entry_ID,code,Pointer to '_Entry.ID',?
830,study_list,1,entry_information,10,Study list,_Study_list.Sf_ID,N,?,INTEGER,NOT NULL,N,Y,?,?,?,N,740,32,N,N,N,?,Study_list,Sf_ID,int,An interger value that is the unique identifier for the saveframe that applies across the archive.  This value is not stable and may be reassigned each time the data are loaded into a database system.,?
840,study_list,1,entry_information,10,Study list,_Study_list.ID,N,?,INTEGER,NOT NULL,N,Y,Y,?,?,N,750,1,N,N,N,?,Study_list,ID,int,Unique value identifying this saveframe of category study_list within an entry.,?
850,study_list,1,entry_information,10,Study,_Study.ID,N,?,INTEGER,NOT NULL,N,Y,Y,?,?,Y,10,1,N,N,N,?,Study,ID,int,Unique code that identifies a specific study.,?
860,study_list,1,entry_information,10,Study,_Study.Name,N,?,TEXT,NOT NULL,N,?,?,?,?,Y,20,Investigation of cytochrome b in the molten globule state,N,N,N,?,Study,Name,text,Descriptive name given to a 'study' where a study is a collection of entries containing data for a set of related molecular systems or for a single molecular system but published in more than one citation (i.e. chemical shifts in one publication and atomic coordinates in another and relaxation studies in a third).,?
870,study_list,1,entry_information,10,Study,_Study.Type,Y,N,VARCHAR(127),?,N,?,?,?,?,Y,30,structure study,N,N,N,?,Study,Type,line,A brief phrase that describes the study that was conducted.  An enumerated list of types will be provided but an author will be able to provide their own description if none of the enumerated values are appropriate.,?
880,study_list,1,entry_information,10,Study,_Study.Details,N,?,TEXT,?,N,?,?,?,?,Y,40,The data from the entries that make up this study were used to determine the structure and dynamics of ribonuclease T1.,N,N,N,?,Study,Details,text,Text information relevant to the study are entered as a value for this tag.  This tag is often used to include information that cannot be associated with a specific tag in the saveframe but is important for the entry. The information entered must supplement information already present.,?
890,study_list,1,entry_information,10,Study,_Study.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Study_list,Sf_ID,Y,50,32,N,N,N,?,Study,Sf_ID,int,Pointer to '_Study_list.Sf_ID',?
900,study_list,1,entry_information,10,Study,_Study.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Study_list,Entry_ID,Y,60,4567,N,N,N,?,Study,Entry_ID,code,Pointer to '_Entry.ID',?
910,study_list,1,entry_information,10,Study,_Study.Study_list_ID,N,?,INTEGER,NOT NULL,N,?,Y,Study_list,ID,Y,70,1,N,N,N,?,Study,Study_list_ID,int,Pointer to '_Study_list.ID',?
920,study_list,1,entry_information,10,Study keyword,_Study_keyword.Study_ID,N,?,INTEGER,NOT NULL,N,?,Y,Study,ID,Y,10,21,N,N,N,?,Study_keyword,Study_ID,int,Pointer to '_Study.ID',?
930,study_list,1,entry_information,10,Study keyword,_Study_keyword.Keyword,N,?,VARCHAR(127),NOT NULL,N,?,Y,?,?,Y,20,NMR structure,N,N,N,?,Study_keyword,Keyword,line,A word or brief phrase that can be used to describe or classify the study.,?
940,study_list,1,entry_information,10,Study keyword,_Study_keyword.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Study_list,Sf_ID,Y,30,32,N,N,N,?,Study_keyword,Sf_ID,int,Pointer to '_Study_list.Sf_ID',?
950,study_list,1,entry_information,10,Study keyword,_Study_keyword.Entry_ID,N,?,CHAR(12),NOT NULL,N,?,Y,Study_list,Entry_ID,Y,40,4567,N,N,N,?,Study_keyword,Entry_ID,code,Pointer to '_Entry.ID',?
960,study_list,1,entry_information,10,Study keyword,_Study_keyword.Study_list_ID,N,?,INTEGER,NOT NULL,N,?,Y,Study_list,ID,Y,50,1,N,N,N,?,Study_keyword,Study_list_ID,int,Pointer to '_Study_list.ID',?
970,study_list,1,entry_information,10,Study entry list,_Study_entry_list.Study_ID,N,?,INTEGER,NOT NULL,N,?,Y,Study,ID,Y,10,?,N,N,N,?,Study_entry_list,Study_ID,int,Pointer to '_Study.ID' not within the entry but across the database.,?
980,study_list,1,entry_information,10,Study entry list,_Study_entry_list.BMRB_accession_code,N,?,CHAR(12),NOT NULL,N,?,Y,?,?,Y,20,4398,N,N,N,?,Study_entry_list,BMRB_accession_code,code,BMRB accession number for an entry that is a member of the study.,?
990,study_list,1,entry_information,10,Study entry list,_Study_entry_list.BMRB_entry_description,N,?,VARCHAR(127),?,N,?,?,?,?,Y,30,Assigned chemical shift entry,N,N,N,?,Study_entry_list,BMRB_entry_description,line,A keyword defining the relationship between the entry and the study.,?
1000,study_list,1,entry_information,10,Study entry list,_Study_entry_list.Details,N,?,TEXT,?,N,?,?,?,?,Y,40,Complete 13C 15N and 1H chemical shift assignments.,N,N,N,?,Study_entry_list,Details,text,Text providing additional information describing the relationship between the entry and the study.,?
1010,study_list,1,entry_information,10,Study entry list,_Study_entry_list.Sf_ID,N,?,INTEGER,NOT NULL,N,?,?,Study_list,Sf_ID,Y,50,32,N,N,N,?,Study_entry_list,Sf_ID,int,Pointer to '_Study_list.Sf_ID',?
